GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",2048,146,354,121,0,13,0,13,0,13,0,13,32,36,18,32,0,13,14,19,165,57,126,8,17,30,22,43,50,55,26,37,24,37,0,13,107,83,98,83,9,16,0,13,0,13,1694,181,193,126,0,13,0,13,193,126,254,116,35,46,46,52,173,93,371,138,61,55,134,84,176,106,417,181,90,89,197,106,130,127,428,142,361,126,67,72,0,13,20,25,11,18
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",4315,161,1653,227,34,39,0,20,0,20,34,39,63,50,16,26,0,20,47,44,48,43,10,17,0,20,38,41,312,116,83,51,129,81,100,68,1196,233,908,234,201,119,87,83,0,20,2662,246,263,112,0,20,0,20,263,112,315,153,0,20,48,76,267,141,641,187,9,15,328,185,304,137,693,226,137,126,456,221,100,110,648,219,580,205,68,89,0,20,57,74,45,42
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",1327,33,1057,82,58,40,0,13,0,13,58,40,68,40,8,12,15,19,45,35,92,46,19,17,44,32,29,26,173,67,29,24,74,53,70,43,657,99,485,93,147,58,25,28,9,15,270,82,30,35,0,13,0,13,30,35,33,35,0,13,0,13,33,35,50,41,0,13,0,13,50,41,39,35,0,13,22,24,17,27,118,67,79,59,39,35,0,13,0,13,0,13
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",1695,161,1487,173,178,102,0,18,45,46,133,85,269,113,17,18,60,54,192,100,191,92,41,51,49,37,101,79,210,81,101,54,84,44,25,25,601,143,503,144,69,40,29,30,38,47,208,87,0,18,0,18,0,18,0,18,45,40,0,18,0,18,45,40,36,34,0,18,10,15,26,31,31,36,11,19,20,31,0,18,54,42,26,30,28,28,0,18,0,18,42,49
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",5594,253,4317,388,260,139,0,20,28,46,232,136,206,145,21,35,32,38,153,142,337,191,43,56,53,49,241,186,924,322,243,182,251,169,430,239,2590,399,2007,355,315,159,268,215,0,20,1277,279,22,36,0,20,0,20,22,36,16,27,0,20,0,20,16,27,278,143,0,20,57,67,221,128,420,251,82,108,132,88,206,197,468,172,313,172,155,110,0,20,0,20,73,86
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",2418,129,2179,156,105,59,18,20,0,18,87,56,208,104,0,18,0,18,208,104,190,92,12,19,34,32,144,89,432,146,62,45,202,107,168,77,1236,199,903,175,294,119,39,40,8,14,239,98,0,18,0,18,0,18,0,18,14,19,0,18,0,18,14,19,8,13,0,18,8,13,0,18,83,73,28,45,0,18,55,48,134,66,73,50,61,44,0,18,0,18,0,18
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",2478,131,1482,216,58,58,0,18,13,22,45,52,152,131,14,22,0,18,138,133,137,83,23,36,19,32,95,75,315,122,101,65,125,99,89,59,820,175,736,170,62,59,22,34,0,18,996,197,245,134,17,24,16,25,212,132,49,42,0,18,0,18,49,42,147,107,0,18,0,18,147,107,380,187,36,36,194,109,150,135,175,99,65,52,110,87,0,18,0,18,0,18
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",6754,210,6361,255,146,139,0,24,0,24,146,139,187,117,0,24,0,24,187,117,297,183,27,45,150,167,120,96,1195,289,185,132,258,139,752,267,4536,388,2416,380,1820,310,300,138,0,24,393,186,31,50,0,24,0,24,31,50,29,45,0,24,0,24,29,45,0,24,0,24,0,24,0,24,112,96,0,24,62,64,50,57,186,125,94,90,92,83,0,24,0,24,35,56
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",671,50,578,59,43,33,0,13,5,8,38,33,61,34,7,12,6,12,48,32,42,29,15,13,0,13,27,26,57,28,22,20,25,18,10,14,363,60,218,61,138,53,7,10,12,16,93,51,0,13,0,13,0,13,0,13,21,32,0,13,0,13,21,32,4,7,0,13,0,13,4,7,28,36,5,7,0,13,23,36,37,36,25,32,8,12,4,8,0,13,3,6
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",1676,130,685,106,46,56,0,13,0,13,46,56,107,67,0,13,0,13,107,67,120,60,33,31,28,27,59,49,185,85,42,35,143,81,0,13,227,73,165,62,49,49,13,22,0,13,991,146,187,84,0,13,0,13,187,84,215,88,0,13,0,13,215,88,179,92,0,13,53,68,126,81,225,96,14,22,112,55,99,85,146,84,106,82,40,30,0,13,0,13,39,49
1400000US48453001861,48453001861,"Census Tract 18.61, Travis County, Texas",1641,113,1336,130,41,34,0,18,0,18,41,34,127,74,13,17,0,18,114,74,177,86,19,16,72,70,86,49,263,93,56,42,150,78,57,49,716,121,563,120,153,73,0,18,12,18,305,99,87,71,0,18,0,18,87,71,11,17,0,18,0,18,11,17,41,51,0,18,0,18,41,51,24,26,0,18,24,26,0,18,134,60,54,43,80,48,0,18,0,18,8,16
1400000US48453001862,48453001862,"Census Tract 18.62, Travis County, Texas",1997,136,1306,145,21,24,0,18,0,18,21,24,99,56,4,8,60,54,35,32,133,56,28,24,10,17,95,48,195,85,89,63,87,54,19,21,848,137,605,127,229,85,14,22,10,17,691,130,81,81,0,18,0,18,81,81,184,79,0,18,69,56,115,51,111,78,0,18,24,28,87,74,160,88,11,17,118,81,31,35,114,56,104,55,10,17,0,18,10,17,31,34
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",1835,106,10,12,6,10,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1825,108,313,97,0,13,0,13,313,97,444,106,0,13,71,47,373,96,601,122,27,26,393,99,181,67,265,83,179,76,86,44,0,13,186,83,186,83,0,13,0,13,0,13,16,19
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",1564,97,206,72,9,13,0,13,0,13,9,13,16,17,8,13,0,13,8,13,43,30,0,13,18,21,25,22,64,45,42,34,22,25,0,13,74,44,44,47,30,24,0,13,0,13,1358,116,187,66,0,13,0,13,187,66,221,79,0,13,8,12,213,78,251,65,0,13,136,66,115,59,364,99,83,51,237,83,44,37,300,88,231,82,45,42,24,22,0,13,35,34
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",2955,161,1350,181,45,43,0,18,0,18,45,43,0,18,0,18,0,18,0,18,113,76,13,20,0,18,100,73,138,84,51,40,0,18,87,72,1032,169,739,141,178,96,115,73,22,23,1605,209,137,72,0,18,0,18,137,72,297,145,0,18,50,59,247,142,299,121,0,18,16,24,283,118,374,174,89,86,231,133,54,46,468,155,336,129,120,90,12,19,0,18,30,34
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",3424,206,1908,192,100,77,0,18,0,18,100,77,56,48,21,34,0,18,35,36,52,42,0,18,16,26,36,34,139,82,50,41,7,13,82,63,1561,190,893,186,475,144,193,100,0,18,1516,215,187,82,0,18,0,18,187,82,227,120,0,18,0,18,227,120,65,47,0,18,39,38,26,29,370,179,47,46,323,177,0,18,633,187,392,140,155,95,86,86,16,25,18,30
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",1749,92,1078,95,11,16,0,13,0,13,11,16,18,21,0,13,0,13,18,21,54,49,0,13,9,14,45,45,108,52,8,14,18,20,82,55,887,106,602,102,195,72,90,40,0,13,671,122,29,28,0,13,0,13,29,28,104,68,0,13,0,13,104,68,58,38,0,13,40,32,18,21,134,62,18,20,94,56,22,25,346,111,220,78,78,50,48,52,0,13,0,13
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",1799,94,173,41,7,9,0,13,0,13,7,9,8,11,0,13,0,13,8,11,7,11,0,13,0,13,7,11,30,23,7,11,0,13,23,21,121,46,97,45,24,19,0,13,0,13,1626,97,133,69,0,13,14,23,119,68,172,86,0,13,0,13,172,86,211,84,33,43,39,26,139,73,416,105,22,17,299,97,95,58,689,117,428,108,261,78,0,13,0,13,5,9
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",1417,106,1111,95,36,30,0,13,0,13,36,30,50,37,11,16,0,13,39,34,63,53,0,13,0,13,63,53,64,48,12,19,0,13,52,40,873,98,540,84,167,71,166,74,25,26,306,85,12,15,0,13,0,13,12,15,6,10,0,13,0,13,6,10,49,47,0,13,8,12,41,45,24,22,0,13,0,13,24,22,165,71,116,59,40,29,9,13,17,20,33,17
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",1711,102,1580,100,17,19,0,13,0,13,17,19,45,32,0,13,0,13,45,32,81,55,0,13,10,16,71,51,86,39,0,13,10,16,76,37,1351,113,789,105,296,87,266,90,0,13,131,68,49,56,0,13,0,13,49,56,0,13,0,13,0,13,0,13,8,15,0,13,0,13,8,15,0,13,0,13,0,13,0,13,74,51,42,44,32,39,0,13,0,13,0,13
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",2667,152,1444,150,30,41,0,18,0,18,30,41,14,21,0,18,0,18,14,21,18,29,0,18,0,18,18,29,121,67,34,38,21,33,66,54,1261,151,892,137,284,109,85,63,0,18,1223,193,217,129,0,18,0,18,217,129,214,106,0,18,20,32,194,101,108,92,0,18,0,18,108,92,207,109,0,18,127,83,80,86,450,166,342,152,86,63,22,32,0,18,27,33
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",776,61,228,41,9,10,0,13,0,13,9,10,2,4,0,13,0,13,2,4,17,15,0,13,6,9,11,12,57,32,15,13,14,15,28,26,140,32,109,32,25,20,6,9,3,5,548,69,50,31,0,13,0,13,50,31,74,44,0,13,23,36,51,27,59,31,0,13,32,22,27,20,219,77,26,30,129,62,64,42,130,61,72,39,58,52,0,13,8,13,8,13
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",957,44,911,58,17,15,0,13,0,13,17,15,33,20,0,13,0,13,33,20,40,29,0,13,10,14,30,25,53,33,5,7,6,9,42,33,763,84,470,67,141,43,152,59,5,7,46,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,11,0,13,6,9,5,8,0,13,0,13,0,13,0,13,35,33,31,33,0,13,4,6,0,13,0,13
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",1643,75,1528,91,36,29,0,13,0,13,36,29,27,25,0,13,0,13,27,25,31,26,0,13,0,13,31,26,96,47,14,15,51,36,31,26,1326,93,820,124,328,80,178,69,12,18,115,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,9,0,13,0,13,4,9,41,37,0,13,10,15,31,37,28,34,20,32,8,13,0,13,0,13,42,33
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",958,74,841,91,10,11,0,13,0,13,10,11,18,17,0,13,5,7,13,16,22,18,0,13,4,7,18,17,79,35,5,8,24,16,50,31,707,86,459,88,145,60,103,40,5,7,117,67,0,13,0,13,0,13,0,13,12,17,0,13,0,13,12,17,10,14,0,13,0,13,10,14,37,55,0,13,0,13,37,55,58,46,46,44,7,10,5,8,0,13,0,13
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",1440,49,1205,93,16,18,0,13,0,13,16,18,10,8,0,13,3,6,7,8,32,23,0,13,16,16,16,15,97,40,21,20,42,28,34,24,1038,101,659,88,170,59,209,61,12,14,235,74,10,16,0,13,0,13,10,16,33,49,0,13,0,13,33,49,19,21,0,13,9,15,10,15,16,19,6,10,0,13,10,16,153,71,95,56,17,17,41,54,0,13,4,6
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",1413,78,789,135,50,32,0,13,19,22,31,27,44,32,8,13,0,13,36,29,99,53,53,26,0,13,46,50,165,73,53,33,32,36,80,61,431,119,329,100,96,60,6,10,0,13,624,126,103,62,0,13,0,13,103,62,117,80,10,15,45,70,62,42,189,95,11,18,82,77,96,77,75,83,75,83,0,13,0,13,131,70,77,56,54,46,0,13,0,13,9,13
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",1437,79,674,76,95,55,0,13,24,37,71,51,57,36,16,16,24,27,17,18,75,42,25,22,13,21,37,42,114,51,60,36,49,34,5,8,322,89,294,88,15,18,13,20,11,18,763,100,157,61,0,13,0,13,157,61,176,78,0,13,62,44,114,73,230,81,7,12,144,73,79,40,80,51,37,30,43,45,0,13,114,58,88,55,26,27,0,13,0,13,6,10
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",1606,73,118,45,9,15,0,13,0,13,9,15,16,17,0,13,0,13,16,17,0,13,0,13,0,13,0,13,34,31,8,14,0,13,26,28,59,35,59,35,0,13,0,13,0,13,1488,81,334,132,0,13,0,13,334,132,368,130,0,13,36,50,332,121,254,88,0,13,149,70,105,60,264,90,73,49,111,63,80,49,225,72,180,67,45,36,0,13,43,33,0,13
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",2399,167,579,144,106,66,0,18,0,18,106,66,19,24,8,17,0,18,11,19,50,63,0,18,0,18,50,63,40,39,32,34,8,15,0,18,364,126,268,117,72,83,24,40,0,18,1820,198,292,111,0,18,0,18,292,111,356,187,0,18,0,18,356,187,208,124,17,27,90,87,101,91,441,155,119,99,264,127,58,71,500,173,486,173,14,21,0,18,0,18,23,37
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",1219,59,693,97,47,37,0,13,0,13,47,37,31,28,10,15,12,19,9,14,106,53,39,34,37,33,30,29,104,48,42,33,45,35,17,14,405,89,313,81,92,52,0,13,0,13,526,99,79,69,0,13,0,13,79,69,168,68,0,13,50,51,118,71,81,71,0,13,54,68,27,25,47,47,0,13,46,47,1,5,151,65,77,44,74,50,0,13,0,13,0,13
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",2097,122,319,79,38,29,9,13,7,13,22,24,50,40,0,18,29,34,21,22,33,34,26,32,7,14,0,18,18,20,0,18,0,18,18,20,160,61,130,50,30,32,0,18,20,33,1778,134,525,119,11,17,30,37,484,117,404,130,0,18,35,40,369,128,370,113,24,32,138,73,208,93,257,93,191,86,57,49,9,12,204,90,196,91,8,13,0,18,18,29,0,18
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",1164,93,776,91,93,39,0,13,0,13,93,39,111,61,10,16,0,13,101,63,75,55,26,26,0,13,49,45,94,47,46,30,22,27,26,30,403,88,296,94,73,49,34,33,0,13,388,106,119,66,0,13,30,37,89,64,73,59,6,11,23,36,44,46,55,39,10,16,16,20,29,28,76,61,40,56,26,35,10,16,32,36,32,36,0,13,0,13,25,39,8,13
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",1503,95,544,89,70,43,0,13,31,39,39,26,59,48,18,21,5,11,36,44,69,37,16,18,9,13,44,30,157,62,63,38,50,30,44,35,189,56,129,40,60,36,0,13,0,13,959,113,312,91,25,40,0,13,287,93,255,111,0,13,73,67,182,86,160,84,20,28,40,41,100,66,50,48,0,13,50,48,0,13,134,92,85,83,49,46,0,13,32,39,16,18
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",1371,83,585,87,25,24,0,13,9,13,16,20,65,34,29,28,26,23,10,16,113,45,25,25,36,28,52,33,153,62,74,34,58,43,21,20,211,73,166,62,45,45,0,13,18,16,786,91,255,104,0,13,0,13,255,104,257,92,0,13,33,38,224,92,86,57,12,19,37,43,37,32,33,23,18,21,6,9,9,18,144,60,134,58,10,16,0,13,11,18,0,13
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",1628,93,886,122,165,73,0,13,39,35,126,67,155,72,53,49,48,37,54,35,123,66,57,35,30,45,36,30,193,67,107,51,60,45,26,28,230,74,160,68,62,49,8,16,20,19,742,129,203,93,0,13,0,13,203,93,115,75,0,13,21,32,94,61,142,71,34,55,85,57,23,23,56,49,24,28,8,12,24,37,123,70,69,53,54,52,0,13,88,67,15,20
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",1416,94,846,99,184,73,8,12,16,18,160,77,118,63,38,31,33,40,47,41,133,57,39,43,19,21,75,46,191,74,107,55,54,36,30,38,175,68,141,59,25,24,9,15,45,44,570,116,221,93,0,13,0,13,221,93,97,65,7,13,19,16,71,60,45,42,9,13,8,16,28,35,62,43,10,15,28,26,24,36,94,64,72,60,22,21,0,13,24,37,27,33
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",1792,107,927,132,87,49,22,21,0,18,65,46,79,45,21,19,0,18,58,41,136,88,34,41,27,26,75,71,269,94,143,75,65,43,61,44,344,119,267,102,77,54,0,18,12,20,865,130,306,130,6,9,30,38,270,129,211,103,42,56,42,48,127,83,46,43,0,18,46,43,0,18,158,57,68,47,77,51,13,20,84,45,50,33,34,39,0,18,28,36,32,28
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",1817,124,635,111,52,39,0,18,0,18,52,39,79,48,18,20,47,38,14,18,158,73,70,52,31,19,57,55,106,50,30,22,51,32,25,29,229,90,165,71,50,50,14,16,11,16,1182,126,498,126,8,12,0,18,490,125,335,102,0,18,92,57,243,90,75,46,17,18,37,36,21,26,192,83,53,48,139,75,0,18,27,23,27,23,0,18,0,18,21,32,34,36
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",1365,89,853,101,32,25,0,13,0,13,32,25,109,50,14,15,16,18,79,47,77,41,35,24,34,29,8,13,168,58,76,41,37,28,55,33,424,88,264,70,95,42,65,41,43,47,512,96,89,69,0,13,0,13,89,69,82,56,0,13,20,32,62,48,116,68,7,11,64,52,45,49,98,68,26,42,43,44,29,32,87,49,51,40,36,41,0,13,24,37,16,18
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",603,35,365,52,26,18,0,13,5,7,21,16,56,32,17,15,16,17,23,18,106,41,21,15,13,13,72,37,111,43,37,26,59,33,15,20,66,32,66,32,0,13,0,13,0,13,238,48,55,34,0,13,0,13,55,34,89,38,0,13,0,13,89,38,34,27,0,13,13,20,21,18,28,25,0,13,28,25,0,13,13,16,13,16,0,13,0,13,12,18,7,10
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",2358,175,1065,170,102,85,0,18,0,18,102,85,211,123,17,29,26,29,168,114,263,138,47,59,120,107,96,82,220,116,170,99,50,56,0,18,269,133,232,133,37,43,0,18,0,18,1293,195,379,167,0,18,0,18,379,167,412,155,0,18,34,53,378,155,278,143,0,18,153,116,125,100,82,66,12,20,70,63,0,18,76,67,76,67,0,18,0,18,66,72,0,18
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",2777,125,2088,249,152,108,39,61,16,26,97,79,251,133,0,18,41,55,210,135,512,218,135,96,120,78,257,171,567,186,199,105,352,162,16,26,606,228,500,213,106,81,0,18,0,18,689,220,116,96,0,18,0,18,116,96,213,148,0,18,0,18,213,148,26,29,0,18,13,20,13,22,153,104,0,18,109,87,44,53,101,88,93,88,8,15,0,18,0,18,80,56
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",1862,110,1221,138,143,61,12,19,19,20,112,59,179,65,33,30,36,34,110,58,208,89,94,62,81,62,33,32,239,85,140,79,76,43,23,24,403,96,238,80,125,77,40,40,49,48,641,124,114,80,0,18,0,18,114,80,220,91,0,18,40,44,180,89,114,72,0,18,40,45,74,50,85,63,40,41,29,37,16,20,89,57,74,53,15,18,0,18,19,31,0,18
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",2995,211,2363,242,213,94,43,41,32,36,138,87,209,114,28,32,0,18,181,112,602,208,155,130,219,144,228,105,637,186,249,132,297,165,91,77,639,167,500,164,127,101,12,20,63,103,632,206,102,85,0,18,0,18,102,85,190,144,0,18,12,20,178,144,137,110,0,18,0,18,137,110,75,73,0,18,66,78,9,15,69,84,69,84,0,18,0,18,59,90,0,18
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",1102,71,886,90,93,53,0,13,26,27,67,38,175,84,25,25,72,63,78,62,93,57,38,31,27,36,28,26,137,72,106,65,17,14,14,19,388,98,281,70,107,69,0,13,0,13,216,78,1,3,0,13,0,13,1,3,34,33,0,13,0,13,34,33,73,53,50,47,0,13,23,35,44,46,36,43,8,12,0,13,27,35,27,35,0,13,0,13,0,13,37,26
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",878,76,661,84,57,37,16,25,3,6,38,27,76,44,0,13,10,10,66,42,96,49,27,25,7,12,62,43,109,45,40,26,32,27,37,27,323,81,224,67,94,44,5,9,0,13,217,65,46,41,0,13,0,13,46,41,83,54,0,13,0,13,83,54,41,28,11,14,13,15,17,21,7,10,0,13,0,13,7,10,40,29,32,25,8,15,0,13,0,13,0,13
1400000US48453002212,48453002212,"Census Tract 22.12, Travis County, Texas",227,57,196,54,5,7,0,13,0,13,5,7,24,27,0,13,0,13,24,27,17,13,4,6,0,13,13,11,54,39,12,11,17,20,25,30,96,44,82,42,14,21,0,13,0,13,31,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,12,0,13,6,12,0,13,13,11,4,6,4,6,5,7,12,20,0,13,12,20,0,13,0,13,0,13
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",1680,135,51,37,0,13,0,13,0,13,0,13,14,17,4,7,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,37,8,13,29,35,0,13,0,13,1629,142,281,105,8,13,0,13,273,104,247,75,0,13,29,28,218,70,337,96,14,23,106,46,217,84,204,84,54,51,120,63,30,27,506,107,295,81,161,87,50,46,0,13,54,56
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",2649,142,517,137,49,47,0,18,17,29,32,37,76,77,0,18,14,22,62,72,75,60,42,46,13,22,20,30,78,57,62,53,0,18,16,24,220,105,154,94,66,60,0,18,19,30,2132,189,398,145,0,18,0,18,398,145,625,189,0,18,52,59,573,189,451,163,0,18,181,89,270,133,333,137,94,59,225,113,14,22,290,135,243,126,47,57,0,18,15,24,20,32
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",2498,136,467,116,27,32,0,18,0,18,27,32,30,33,0,18,16,25,14,22,69,56,26,29,0,18,43,48,55,40,0,18,40,34,15,25,286,109,249,108,37,40,0,18,0,18,2031,173,334,111,0,18,12,22,322,112,476,144,0,18,73,75,403,140,220,112,15,24,19,32,186,107,415,136,30,36,234,122,151,87,424,159,295,118,129,97,0,18,115,85,47,44
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",935,59,471,78,114,55,17,22,7,9,90,51,79,42,36,28,19,19,24,23,58,28,27,17,26,22,5,7,119,42,91,46,25,18,3,5,92,36,84,35,8,10,0,13,9,14,464,80,124,55,0,13,0,13,124,55,117,51,7,11,6,9,104,53,124,53,22,26,65,45,37,33,43,28,19,22,24,19,0,13,51,35,51,35,0,13,0,13,0,13,5,7
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",2189,135,941,172,195,111,0,18,16,26,179,108,308,152,83,77,70,78,155,116,63,59,15,24,0,18,48,55,205,87,138,86,50,39,17,27,141,80,124,76,17,27,0,18,29,47,1248,217,356,132,0,18,15,24,341,136,258,128,0,18,0,18,258,128,146,105,0,18,78,87,68,59,167,79,22,25,106,74,39,44,196,145,196,145,0,18,0,18,0,18,125,116
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",2078,97,247,70,17,17,0,13,0,13,17,17,64,41,0,13,8,11,56,39,42,33,0,13,28,27,14,19,68,38,36,28,32,29,0,13,46,33,46,33,0,13,0,13,10,15,1831,123,453,121,0,13,19,30,434,115,433,124,0,13,67,43,366,116,397,109,0,13,272,93,125,75,336,95,179,80,147,70,10,16,156,79,143,73,13,20,0,13,48,46,8,13
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",2204,167,96,70,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,79,64,79,64,0,18,0,18,17,27,2108,183,590,174,0,18,0,18,590,174,487,170,0,18,36,43,451,171,406,164,0,18,222,123,184,118,375,164,87,70,178,113,110,105,167,103,92,75,75,79,0,18,47,62,36,49
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",1370,104,186,64,0,13,0,13,0,13,0,13,30,25,10,17,10,15,10,15,59,45,42,35,17,24,0,13,45,30,26,30,10,11,9,15,52,44,26,29,26,32,0,13,0,13,1184,104,172,71,0,13,0,13,172,71,413,111,0,13,79,52,334,102,207,84,36,39,38,31,133,72,132,63,59,40,73,45,0,13,190,81,172,80,18,25,0,13,39,35,31,41
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",2165,115,8,12,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,8,12,8,12,0,18,0,18,0,18,0,18,0,18,0,18,0,18,2157,112,598,141,38,48,14,23,546,139,434,116,9,14,102,60,323,103,439,135,98,61,143,71,198,104,357,118,146,76,211,81,0,18,286,130,213,95,58,57,15,25,30,42,13,21
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",1948,163,107,51,23,23,15,21,0,18,8,12,25,40,0,18,25,40,0,18,38,51,0,18,31,48,7,18,16,27,0,18,0,18,16,27,5,15,5,15,0,18,0,18,0,18,1841,179,585,144,0,18,0,18,585,144,367,134,12,19,94,73,261,106,291,135,105,64,61,61,125,107,168,96,85,69,15,24,68,64,288,121,188,105,80,68,20,34,137,84,5,12
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",3539,276,586,232,145,122,0,18,0,18,145,122,40,50,19,32,0,18,21,38,81,76,0,18,57,67,24,37,74,93,74,93,0,18,0,18,246,179,224,176,22,36,0,18,0,18,2953,363,1019,335,0,18,0,18,1019,335,476,192,56,91,85,114,335,159,504,217,97,98,110,104,297,170,522,218,204,138,123,92,195,162,241,129,174,119,67,79,0,18,138,103,53,84
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
