GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1400000US48453001833,48453001833,"Census Tract 18.33, Travis County, Texas",159600,25074
1400000US48453001834,48453001834,"Census Tract 18.34, Travis County, Texas",192600,28642
1400000US48453001835,48453001835,"Census Tract 18.35, Travis County, Texas",119300,8450
1400000US48453001839,48453001839,"Census Tract 18.39, Travis County, Texas",162800,7571
1400000US48453001840,48453001840,"Census Tract 18.40, Travis County, Texas",125200,8063
1400000US48453001841,48453001841,"Census Tract 18.41, Travis County, Texas",163100,5957
1400000US48453001842,48453001842,"Census Tract 18.42, Travis County, Texas",131600,14116
1400000US48453001843,48453001843,"Census Tract 18.43, Travis County, Texas",173100,12078
1400000US48453001844,48453001844,"Census Tract 18.44, Travis County, Texas",162300,9105
1400000US48453001845,48453001845,"Census Tract 18.45, Travis County, Texas",216600,15576
1400000US48453001846,48453001846,"Census Tract 18.46, Travis County, Texas",245700,8932
1400000US48453001847,48453001847,"Census Tract 18.47, Travis County, Texas",195500,23181
1400000US48453001848,48453001848,"Census Tract 18.48, Travis County, Texas",220400,20809
1400000US48453001849,48453001849,"Census Tract 18.49, Travis County, Texas",107900,21584
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",139200,7174
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",194100,8573
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",188600,5391
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",137900,8699
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",201200,9216
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",178400,6143
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",164200,5194
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",222300,9106
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",187600,12113
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",118500,8783
1400000US48453001861,48453001861,"Census Tract 18.61, Travis County, Texas",144600,7113
1400000US48453001862,48453001862,"Census Tract 18.62, Travis County, Texas",191400,10609
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",-,**
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",138800,5040
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",523500,64623
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",488400,72185
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",627300,36565
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",410400,94402
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",1051000,106151
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",945300,74624
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",411700,21248
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",254200,29081
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",707100,33249
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",581200,42343
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",842300,74610
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",747800,47978
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",234400,13721
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",212900,26698
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",282700,44708
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",333300,28988
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",238300,14705
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",225000,41228
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",263600,56301
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",199700,21367
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",173700,17183
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",194300,30599
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",178200,19163
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",178100,15348
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",163500,26083
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",227200,12522
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",110400,10355
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",89100,11249
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",120900,5892
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",117600,22080
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",135700,8459
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",135900,16601
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",157400,6072
1400000US48453002212,48453002212,"Census Tract 22.12, Travis County, Texas",148300,32186
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",212500,98964
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",155200,21949
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",238300,63786
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",33900,10561
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",88600,46815
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",171300,26408
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",305900,72124
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",-,**
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",-,**
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",151200,88864
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",129400,35625
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",-,**
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",197800,36720
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",171600,9574
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",226800,10158
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",178300,16566
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",164700,21143
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",99500,13181
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",99900,6481
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",114200,9990
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",-,**
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",194100,17655
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",177800,12979
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",185600,19636
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",162100,11934
1400000US48453002425,48453002425,"Census Tract 24.25, Travis County, Texas",195500,7294
1400000US48453002426,48453002426,"Census Tract 24.26, Travis County, Texas",148500,7892
1400000US48453002427,48453002427,"Census Tract 24.27, Travis County, Texas",98500,15176
1400000US48453002428,48453002428,"Census Tract 24.28, Travis County, Texas",256100,19260
1400000US48453002429,48453002429,"Census Tract 24.29, Travis County, Texas",168800,56534
1400000US48453002430,48453002430,"Census Tract 24.30, Travis County, Texas",104800,9765
1400000US48453002431,48453002431,"Census Tract 24.31, Travis County, Texas",123100,11851
1400000US48453002432,48453002432,"Census Tract 24.32, Travis County, Texas",152000,27877
1400000US48453002433,48453002433,"Census Tract 24.33, Travis County, Texas",111700,17294
1400000US48453002434,48453002434,"Census Tract 24.34, Travis County, Texas",127800,28582
1400000US48453002435,48453002435,"Census Tract 24.35, Travis County, Texas",123800,11206
1400000US48453002436,48453002436,"Census Tract 24.36, Travis County, Texas",122200,14590
1400000US48453002500,48453002500,"Census Tract 25, Travis County, Texas",363300,21664
1400000US48453980000,48453980000,"Census Tract 9800, Travis County, Texas",-,**
