GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Share of Aggregate Income: - Lowest Quintile,Margin of Error; Quintile Share of Aggregate Income: - Lowest Quintile,Estimate; Quintile Share of Aggregate Income: - Second Quintile,Margin of Error; Quintile Share of Aggregate Income: - Second Quintile,Estimate; Quintile Share of Aggregate Income: - Third Quintile,Margin of Error; Quintile Share of Aggregate Income: - Third Quintile,Estimate; Quintile Share of Aggregate Income: - Fourth Quintile,Margin of Error; Quintile Share of Aggregate Income: - Fourth Quintile,Estimate; Quintile Share of Aggregate Income: - Highest Quintile,Margin of Error; Quintile Share of Aggregate Income: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",5.99,1.05,11.95,1.84,16.02,2.33,20.38,2.67,45.66,7,22.22,9.23
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",5.48,0.94,12.72,1.27,18.21,0.99,25.09,0.97,38.5,2.18,12.45,0.97
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",4.34,0.91,9.34,1.32,14.7,1.44,22.02,1.7,49.6,4.1,20.84,4.74
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",2.81,0.93,8.59,1.19,13.44,1.67,22.65,1.99,52.51,4.66,22.49,4.56
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",3.88,0.93,8.29,1.06,13.06,1.24,20.41,1.95,54.35,3.42,22.94,3.37
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",5.22,1.14,11.46,1.63,16.28,1.7,22.09,2.16,44.95,5.3,20.44,6.86
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",1.87,0.63,5.92,1.2,11.76,2.08,23.56,1.81,56.9,4,20,2.01
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",2.94,0.8,7.88,0.99,13.53,1.45,22.13,1.86,53.52,3.39,20.07,2.02
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",3.04,0.94,9.07,1.72,14.88,1.65,21.54,1.86,51.47,4.57,21.8,4.09
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",4.92,1.48,11.45,2.22,14.69,2.55,20.91,3.3,48.01,8.16,23.93,11.02
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",4.09,0.95,10.43,1.31,16.26,1.5,24.19,1.84,45.03,4.27,19.71,2.98
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",4.56,0.93,11.23,0.96,16.77,1.14,25.73,1.66,41.71,2.95,14.21,2.62
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",3.86,0.86,8.36,1.66,13.22,1.75,19.91,1.91,54.64,5.03,23.49,3.64
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",4.45,1.06,9.59,0.92,14.56,1.16,22.14,1.56,49.26,3.16,21.08,2.88
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",5.17,1.39,10.09,1.59,15.79,2.71,21.19,2.62,47.76,6.78,21.82,7.4
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",3.84,1.09,10.36,1.5,15.41,1.35,24.82,2.23,45.57,3.7,16.63,2.64
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",3.01,1.19,8.05,2.3,12.62,2.96,19.38,4.12,56.93,9.66,31.91,12.56
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",3.27,1.16,8.35,2.14,14.94,2.96,21.18,3.96,52.26,9.26,26.92,12.45
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",4.97,1.17,9.79,1.34,15.92,1.85,23.37,1.44,45.95,4.12,17.66,2.8
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",4.16,1.13,9.27,1.06,14.47,1.36,23.16,1.93,48.94,3.47,18.6,1.97
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",2.68,1,7.8,2,14.78,1.98,27.73,3.3,47.01,5.55,16.84,4.79
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",3.07,1.03,7.54,1.84,13.19,2.6,22.29,3.44,53.9,7.63,24.4,7.73
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",3.08,1.03,9.31,1.55,14.07,1.83,25.27,2.86,48.27,5.15,19.38,5.27
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",1.94,1.2,8.29,2.06,16.35,1.88,26.2,2.61,47.22,4.36,17.67,4.12
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",1.66,1.04,7.87,2.13,16.43,2.06,27.15,2.18,46.88,4.15,16.5,3.32
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",3.13,0.87,8.57,1.49,16.46,1.74,25.28,1.67,46.55,3.56,16.48,1.85
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",2.64,0.87,8.87,1.44,14.97,1.46,24.32,1.69,49.19,3.41,20.32,2.7
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",3.55,1.42,10.41,1.47,17.3,1.66,24.7,1.9,44.04,4.35,17.31,3.46
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",4.86,2.25,12.24,1.23,16.61,1.45,23.03,1.88,43.26,3.86,16.38,2.13
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",4.63,1.45,11.35,1.71,16.51,1.68,22.29,1.75,45.21,4.58,16.35,2.18
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",5.58,1.49,12.38,1.13,17.78,1.44,24.28,1.49,39.97,2.75,14.03,1.66
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",3.53,1.59,10.41,1,16.12,1.45,25.17,1.94,44.77,3.76,16.33,4.2
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",4.05,2.14,11.7,1.33,16.67,1.48,23.72,1.87,43.87,4.14,17.51,3.64
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",5.35,1.37,10.05,1.29,16.56,2.66,24.72,2.29,43.32,4.58,16.1,4.15
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",4.98,1.36,10.22,1.48,16.72,2.52,24.07,2.55,44.01,5.57,18.29,5.53
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",4.16,1.1,10.05,1.14,15.13,1.46,25.95,2.66,44.71,3.36,15.08,1.75
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",3.54,1.81,11.31,1.47,15.02,1.42,22.77,2.09,47.36,4.09,18.8,2.89
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",2.57,1.45,9.61,1.36,15.97,1.58,25.42,1.55,46.42,3.41,15.06,1.49
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",4.13,1.02,9.16,1.44,16.35,1.86,24.82,1.94,45.55,3.46,15.48,2.16
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",3.71,1.29,8,1.51,12.24,2.38,21.99,4.18,54.06,7.39,24.88,10.61
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",3.96,1.26,10.93,1.38,17.2,1.63,24.32,1.49,43.58,3.73,16.63,2.91
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",3.5,1.51,9.83,1.75,15.54,2.52,24.22,2.49,46.91,6.02,18.13,5.31
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",4.43,1.37,10.27,1.69,14.7,2.01,21.38,2.74,49.23,6.36,20.92,7.32
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",4.2,1.12,9.51,1.29,16,1.59,23.28,2.08,47.01,4.15,19.35,3.97
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",1.48,0.8,7.8,2.03,14.44,2.06,24.73,2,51.55,3.65,16.73,2.13
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",2.29,0.9,7.22,1.68,15.29,2.6,25.11,2.06,50.09,4.6,19.4,4.51
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",-,**,-,**,-,**,-,**,-,**,-,**
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",3.94,1.34,11.03,1.32,17.13,1.19,26.06,1.69,41.83,2.95,14.25,1.92
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",5.54,1.48,10.83,1.93,17,2.07,24.91,1.61,41.72,3.91,14.73,2.04
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",4.19,1.47,10.66,1.54,17.17,1.8,22.6,2.19,45.38,5.17,20.62,6.44
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",3.37,1.95,11.98,1.96,17.79,1.73,24.81,2.32,42.05,5.38,16.92,4.31
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",3.04,1.12,10.47,2.31,17.47,2.1,23,2.57,46.03,6.53,20.52,6.13
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",4.8,1.11,10.65,1.49,15.32,1.34,24.85,2.28,44.37,3.85,15.57,3.86
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",5.89,1.25,11.62,1.89,17.42,1.89,23.86,2.22,41.21,5.61,17.32,5.96
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",2.86,1.62,9.54,2.35,15.66,2.12,24.46,2.68,47.49,5.37,17.83,3.97
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",4.06,1.37,11.12,1.64,16.08,1.41,23.43,2.23,45.32,4.44,18.37,3.63
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",5.23,1.32,12.45,1.09,18.46,0.94,26.21,1.17,37.66,2.46,12.03,1.34
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",4.76,1.43,10.8,1.84,16.28,1.76,24.11,2.13,44.06,5.19,18.64,3.88
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",6.53,1.08,12.01,1.56,17.09,1.43,23.91,1.67,40.46,3.6,15.19,3.44
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",5.43,1.32,11.78,1.13,16.42,1.25,23.88,1.85,42.49,2.63,14.49,1.62
1400000US48453002425,48453002425,"Census Tract 24.25, Travis County, Texas",7.38,1.53,14.08,1.28,18.25,1.14,24.6,1.3,35.7,2.43,11.54,1.32
1400000US48453002426,48453002426,"Census Tract 24.26, Travis County, Texas",6.96,1.66,13.3,1.67,18.45,1.39,23.07,1.87,38.23,3.88,13.74,1.79
1400000US48453002427,48453002427,"Census Tract 24.27, Travis County, Texas",5.5,1.19,11.68,1.1,17.46,2.04,26.44,1.44,38.93,2.84,12.74,1.83
1400000US48453002428,48453002428,"Census Tract 24.28, Travis County, Texas",5.56,0.74,10.49,1.64,17.48,1.8,23.71,1.48,42.76,4.01,16.25,3.8
1400000US48453002429,48453002429,"Census Tract 24.29, Travis County, Texas",4.75,1.9,11.13,1.88,15.55,1.82,23.53,2.61,45.03,5.12,18.36,4.24
1400000US48453002430,48453002430,"Census Tract 24.30, Travis County, Texas",4.92,1.08,11.2,2.71,16.45,1.75,22.57,2.13,44.87,4.78,17.17,3.24
1400000US48453002431,48453002431,"Census Tract 24.31, Travis County, Texas",3.44,1.66,11.32,2.48,19.09,1.46,25.14,1.76,41.01,4.01,14.15,2.35
1400000US48453002432,48453002432,"Census Tract 24.32, Travis County, Texas",4.5,1.67,10.07,1.61,15.11,2.11,25.93,2.97,44.39,5.44,14.26,7.39
1400000US48453002433,48453002433,"Census Tract 24.33, Travis County, Texas",3.7,1.69,10.51,1.69,16.95,1.63,25.16,1.78,43.68,4.02,15.15,2.43
1400000US48453002434,48453002434,"Census Tract 24.34, Travis County, Texas",4.48,1.3,10.59,1.6,15.95,1.63,22.46,1.86,46.51,3.51,16.93,3.35
1400000US48453002435,48453002435,"Census Tract 24.35, Travis County, Texas",5.44,1.14,10.88,1.75,16.22,2.36,23.54,2.11,43.92,5.09,15.77,2.39
1400000US48453002436,48453002436,"Census Tract 24.36, Travis County, Texas",5.85,0.97,10.47,0.99,15.11,2.18,26.88,2.8,41.69,4.15,13.69,1.94
1400000US48453002500,48453002500,"Census Tract 25, Travis County, Texas",4.53,0.98,11.58,1.26,17.44,1.23,25.29,1.51,41.16,2.69,14.99,2.31
1400000US48453980000,48453980000,"Census Tract 9800, Travis County, Texas",-,**,-,**,-,**,-,**,-,**,-,**
