GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US48453001834,48453001834,"Census Tract 18.34, Travis County, Texas",0.4515,0.0738
1400000US48453001835,48453001835,"Census Tract 18.35, Travis County, Texas",0.3246,0.028
1400000US48453001839,48453001839,"Census Tract 18.39, Travis County, Texas",0.3418,0.033
1400000US48453001840,48453001840,"Census Tract 18.40, Travis County, Texas",0.3772,0.0305
1400000US48453001841,48453001841,"Census Tract 18.41, Travis County, Texas",0.3575,0.0298
1400000US48453001842,48453001842,"Census Tract 18.42, Travis County, Texas",0.3735,0.0581
1400000US48453001843,48453001843,"Census Tract 18.43, Travis County, Texas",0.3666,0.0388
1400000US48453001844,48453001844,"Census Tract 18.44, Travis County, Texas",0.4129,0.0617
1400000US48453001845,48453001845,"Census Tract 18.45, Travis County, Texas",0.3941,0.0443
1400000US48453001846,48453001846,"Census Tract 18.46, Travis County, Texas",0.3767,0.0407
1400000US48453001847,48453001847,"Census Tract 18.47, Travis County, Texas",0.3675,0.0329
1400000US48453001848,48453001848,"Census Tract 18.48, Travis County, Texas",0.3562,0.0354
1400000US48453001849,48453001849,"Census Tract 18.49, Travis County, Texas",0.3993,0.0439
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",0.4043,0.0728
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",0.3505,0.0302
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",0.3498,0.0486
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",0.4099,0.0485
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",0.3482,0.0352
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",0.3412,0.0441
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",0.3476,0.0446
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",0.3507,0.0634
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",0.3504,0.049
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",0.3567,0.0488
1400000US48453001861,48453001861,"Census Tract 18.61, Travis County, Texas",0.3317,0.046
1400000US48453001862,48453001862,"Census Tract 18.62, Travis County, Texas",0.3971,0.0377
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",0.3871,0.0745
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",0.3309,0.0284
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",0.4456,0.0465
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",0.4887,0.0465
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",0.4879,0.0359
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",0.3934,0.0584
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",0.5419,0.0346
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",0.4934,0.03
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",0.4714,0.0486
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",0.4218,0.0911
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",0.4134,0.0435
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",0.3776,0.0322
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",0.4904,0.0468
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",0.4429,0.033
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",0.4196,0.071
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",0.4162,0.038
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",0.532,0.0987
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",0.4866,0.0962
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",0.4095,0.0448
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",0.4417,0.0369
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",0.4584,0.0528
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",0.5058,0.0737
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",0.455,0.0514
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",0.4619,0.0491
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",0.4636,0.0467
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",0.4402,0.0376
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",0.4647,0.0364
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",0.4082,0.0484
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",0.3766,0.048
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",0.3929,0.0478
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",0.3432,0.0338
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",0.4142,0.0432
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",0.3938,0.0511
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",0.3881,0.0494
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",0.3952,0.059
1400000US48453002212,48453002212,"Census Tract 22.12, Travis County, Texas",0.3004,0.0994
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",0.4091,0.0333
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",0.4248,0.0468
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",0.4358,0.0398
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",0.4161,0.0403
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",0.4999,0.0751
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",0.3975,0.0433
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",0.4348,0.0631
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",0.4354,0.0663
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",0.4282,0.0443
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",0.4923,0.0406
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",0.4849,0.0491
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",-,**
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",0.3846,0.0363
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",0.3676,0.0467
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",0.4102,0.0587
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",0.3854,0.0634
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",0.4265,0.0685
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",0.397,0.0428
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",0.3583,0.0632
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",0.4436,0.0609
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",0.409,0.0491
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",0.3319,0.0332
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",0.3959,0.0544
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",0.3413,0.0417
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",0.3672,0.0313
1400000US48453002425,48453002425,"Census Tract 24.25, Travis County, Texas",0.2851,0.0344
1400000US48453002426,48453002426,"Census Tract 24.26, Travis County, Texas",0.3094,0.0463
1400000US48453002427,48453002427,"Census Tract 24.27, Travis County, Texas",0.3458,0.0305
1400000US48453002428,48453002428,"Census Tract 24.28, Travis County, Texas",0.3749,0.0433
1400000US48453002429,48453002429,"Census Tract 24.29, Travis County, Texas",0.3998,0.0555
1400000US48453002430,48453002430,"Census Tract 24.30, Travis County, Texas",0.3913,0.0515
1400000US48453002431,48453002431,"Census Tract 24.31, Travis County, Texas",0.378,0.0515
1400000US48453002432,48453002432,"Census Tract 24.32, Travis County, Texas",0.4039,0.0636
1400000US48453002433,48453002433,"Census Tract 24.33, Travis County, Texas",0.4016,0.0488
1400000US48453002434,48453002434,"Census Tract 24.34, Travis County, Texas",0.409,0.0423
1400000US48453002435,48453002435,"Census Tract 24.35, Travis County, Texas",0.3814,0.0517
1400000US48453002436,48453002436,"Census Tract 24.36, Travis County, Texas",0.3724,0.0338
1400000US48453002500,48453002500,"Census Tract 25, Travis County, Texas",0.3711,0.0316
1400000US48453980000,48453980000,"Census Tract 9800, Travis County, Texas",-,**
