GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars)
1400000US48453001842,48453001842,"Census Tract 18.42, Travis County, Texas",208045100,25374037
1400000US48453001843,48453001843,"Census Tract 18.43, Travis County, Texas",80766400,10725596
1400000US48453001844,48453001844,"Census Tract 18.44, Travis County, Texas",104826700,15258034
1400000US48453001845,48453001845,"Census Tract 18.45, Travis County, Texas",98812200,13441234
1400000US48453001846,48453001846,"Census Tract 18.46, Travis County, Texas",115880300,10515532
1400000US48453001847,48453001847,"Census Tract 18.47, Travis County, Texas",230501800,19882656
1400000US48453001848,48453001848,"Census Tract 18.48, Travis County, Texas",171307300,19827985
1400000US48453001849,48453001849,"Census Tract 18.49, Travis County, Texas",255497600,36817329
1400000US48453001850,48453001850,"Census Tract 18.50, Travis County, Texas",130465000,22852272
1400000US48453001851,48453001851,"Census Tract 18.51, Travis County, Texas",328499100,28872147
1400000US48453001853,48453001853,"Census Tract 18.53, Travis County, Texas",123226300,12948053
1400000US48453001854,48453001854,"Census Tract 18.54, Travis County, Texas",117847600,17866719
1400000US48453001855,48453001855,"Census Tract 18.55, Travis County, Texas",534063100,50379449
1400000US48453001856,48453001856,"Census Tract 18.56, Travis County, Texas",230440200,26948244
1400000US48453001857,48453001857,"Census Tract 18.57, Travis County, Texas",187711300,20148202
1400000US48453001858,48453001858,"Census Tract 18.58, Travis County, Texas",812252700,100199936
1400000US48453001859,48453001859,"Census Tract 18.59, Travis County, Texas",61017900,7569933
1400000US48453001860,48453001860,"Census Tract 18.60, Travis County, Texas",92165700,11021171
1400000US48453001861,48453001861,"Census Tract 18.61, Travis County, Texas",132426100,13538490
1400000US48453001862,48453001862,"Census Tract 18.62, Travis County, Texas",183172300,21546504
1400000US48453001863,48453001863,"Census Tract 18.63, Travis County, Texas",83648100,14072704
1400000US48453001864,48453001864,"Census Tract 18.64, Travis County, Texas",87855000,7885035
1400000US48453001901,48453001901,"Census Tract 19.01, Travis County, Texas",301726300,35724807
1400000US48453001908,48453001908,"Census Tract 19.08, Travis County, Texas",515339900,72221655
1400000US48453001910,48453001910,"Census Tract 19.10, Travis County, Texas",318061600,41909363
1400000US48453001911,48453001911,"Census Tract 19.11, Travis County, Texas",150632400,19746640
1400000US48453001912,48453001912,"Census Tract 19.12, Travis County, Texas",410222200,56319281
1400000US48453001913,48453001913,"Census Tract 19.13, Travis County, Texas",517193900,69251739
1400000US48453001914,48453001914,"Census Tract 19.14, Travis County, Texas",379178400,46714908
1400000US48453001915,48453001915,"Census Tract 19.15, Travis County, Texas",65757200,13837045
1400000US48453001916,48453001916,"Census Tract 19.16, Travis County, Texas",232972800,27932501
1400000US48453001917,48453001917,"Census Tract 19.17, Travis County, Texas",312764000,32711789
1400000US48453001918,48453001918,"Census Tract 19.18, Travis County, Texas",232041900,37881877
1400000US48453001919,48453001919,"Census Tract 19.19, Travis County, Texas",303495100,29055417
1400000US48453002002,48453002002,"Census Tract 20.02, Travis County, Texas",109536300,18105213
1400000US48453002003,48453002003,"Census Tract 20.03, Travis County, Texas",84791200,10615081
1400000US48453002004,48453002004,"Census Tract 20.04, Travis County, Texas",94216100,24422519
1400000US48453002005,48453002005,"Census Tract 20.05, Travis County, Texas",188065100,41958435
1400000US48453002104,48453002104,"Census Tract 21.04, Travis County, Texas",97010000,12114884
1400000US48453002105,48453002105,"Census Tract 21.05, Travis County, Texas",96075300,12895403
1400000US48453002106,48453002106,"Census Tract 21.06, Travis County, Texas",77779600,11874910
1400000US48453002107,48453002107,"Census Tract 21.07, Travis County, Texas",81608300,18408464
1400000US48453002108,48453002108,"Census Tract 21.08, Travis County, Texas",73425700,10577309
1400000US48453002109,48453002109,"Census Tract 21.09, Travis County, Texas",77680400,10648921
1400000US48453002110,48453002110,"Census Tract 21.10, Travis County, Texas",61932600,8748214
1400000US48453002111,48453002111,"Census Tract 21.11, Travis County, Texas",95063200,13152716
1400000US48453002112,48453002112,"Census Tract 21.12, Travis County, Texas",75530400,9378057
1400000US48453002113,48453002113,"Census Tract 21.13, Travis County, Texas",97152100,12954501
1400000US48453002201,48453002201,"Census Tract 22.01, Travis County, Texas",28859200,4105821
1400000US48453002202,48453002202,"Census Tract 22.02, Travis County, Texas",102885500,16839095
1400000US48453002207,48453002207,"Census Tract 22.07, Travis County, Texas",167861200,22983328
1400000US48453002208,48453002208,"Census Tract 22.08, Travis County, Texas",103973900,12016435
1400000US48453002209,48453002209,"Census Tract 22.09, Travis County, Texas",180116900,23704793
1400000US48453002210,48453002210,"Census Tract 22.10, Travis County, Texas",78936700,9774817
1400000US48453002211,48453002211,"Census Tract 22.11, Travis County, Texas",61801200,11102820
1400000US48453002212,48453002212,"Census Tract 22.12, Travis County, Texas",18035100,6143640
1400000US48453002304,48453002304,"Census Tract 23.04, Travis County, Texas",105173200,13310494
1400000US48453002307,48453002307,"Census Tract 23.07, Travis County, Texas",130298500,15842538
1400000US48453002308,48453002308,"Census Tract 23.08, Travis County, Texas",139648000,16220184
1400000US48453002310,48453002310,"Census Tract 23.10, Travis County, Texas",40220700,4609818
1400000US48453002312,48453002312,"Census Tract 23.12, Travis County, Texas",103370500,21637188
1400000US48453002313,48453002313,"Census Tract 23.13, Travis County, Texas",85136300,10092181
1400000US48453002314,48453002314,"Census Tract 23.14, Travis County, Texas",89805500,13144601
1400000US48453002315,48453002315,"Census Tract 23.15, Travis County, Texas",66012300,12618998
1400000US48453002316,48453002316,"Census Tract 23.16, Travis County, Texas",92503200,12851487
1400000US48453002317,48453002317,"Census Tract 23.17, Travis County, Texas",69444500,13184569
1400000US48453002318,48453002318,"Census Tract 23.18, Travis County, Texas",137760400,23690683
1400000US48453002319,48453002319,"Census Tract 23.19, Travis County, Texas",-,**
1400000US48453002402,48453002402,"Census Tract 24.02, Travis County, Texas",211919700,23945955
1400000US48453002403,48453002403,"Census Tract 24.03, Travis County, Texas",69639800,8684806
1400000US48453002407,48453002407,"Census Tract 24.07, Travis County, Texas",207852300,28385295
1400000US48453002409,48453002409,"Census Tract 24.09, Travis County, Texas",89787700,9532103
1400000US48453002410,48453002410,"Census Tract 24.10, Travis County, Texas",88029400,14209015
1400000US48453002411,48453002411,"Census Tract 24.11, Travis County, Texas",84905800,9270887
1400000US48453002412,48453002412,"Census Tract 24.12, Travis County, Texas",87595100,10859135
1400000US48453002413,48453002413,"Census Tract 24.13, Travis County, Texas",55794600,7561500
1400000US48453002419,48453002419,"Census Tract 24.19, Travis County, Texas",77977500,9745843
1400000US48453002421,48453002421,"Census Tract 24.21, Travis County, Texas",280994300,21044606
1400000US48453002422,48453002422,"Census Tract 24.22, Travis County, Texas",140532400,21076695
1400000US48453002423,48453002423,"Census Tract 24.23, Travis County, Texas",175632700,19112549
1400000US48453002424,48453002424,"Census Tract 24.24, Travis County, Texas",92235100,10689437
1400000US48453002425,48453002425,"Census Tract 24.25, Travis County, Texas",89918300,7793901
1400000US48453002426,48453002426,"Census Tract 24.26, Travis County, Texas",224006600,31886121
1400000US48453002427,48453002427,"Census Tract 24.27, Travis County, Texas",112953700,12498230
1400000US48453002428,48453002428,"Census Tract 24.28, Travis County, Texas",224230600,23076836
1400000US48453002429,48453002429,"Census Tract 24.29, Travis County, Texas",45403100,9283269
1400000US48453002430,48453002430,"Census Tract 24.30, Travis County, Texas",52713400,9541300
1400000US48453002431,48453002431,"Census Tract 24.31, Travis County, Texas",135583700,16715257
1400000US48453002432,48453002432,"Census Tract 24.32, Travis County, Texas",34657900,7025099
1400000US48453002433,48453002433,"Census Tract 24.33, Travis County, Texas",128153600,18029499
1400000US48453002434,48453002434,"Census Tract 24.34, Travis County, Texas",30761200,4074788
1400000US48453002435,48453002435,"Census Tract 24.35, Travis County, Texas",151216400,22429189
1400000US48453002436,48453002436,"Census Tract 24.36, Travis County, Texas",37163900,5941527
1400000US48453002500,48453002500,"Census Tract 25, Travis County, Texas",254751900,26017980
1400000US48453980000,48453980000,"Census Tract 9800, Travis County, Texas",-,**
