GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73
1400000US48453001772,48453001772,"Census Tract 17.72, Travis County, Texas",1135,109,22,25,0,13,0,13,0,13,0,13,0,13,0,13,8,12,14,22,66,61,0,13,0,13,0,13,0,13,0,13,0,13,66,61,0,13,88,61,11,17,30,47,13,19,9,14,0,13,13,20,12,20,0,13,230,100,21,25,20,30,0,13,46,36,19,19,81,69,43,48,0,13,180,78,50,45,60,57,15,16,21,24,29,35,5,10,0,13,0,13,183,81,123,72,50,36,10,14,0,13,0,13,0,13,0,13,0,13,293,100,237,99,56,46,0,13,0,13,0,13,0,13,0,13,0,13,73,41,73,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001773,48453001773,"Census Tract 17.73, Travis County, Texas",2476,167,67,62,0,18,0,18,0,18,0,18,0,18,0,18,16,20,51,60,83,96,0,18,0,18,0,18,12,19,0,18,0,18,71,95,0,18,127,73,0,18,15,22,13,20,4,7,4,6,12,10,79,63,0,18,165,72,23,26,35,34,0,18,19,23,9,11,23,25,56,38,0,18,256,96,40,25,0,18,18,21,24,35,18,29,63,46,93,81,0,18,181,64,39,28,27,33,35,31,16,25,20,21,31,30,13,11,0,18,440,100,180,68,28,31,103,58,80,48,34,35,0,18,15,23,0,18,1157,159,820,133,185,74,70,49,63,55,4,7,15,24,0,18,0,18
1400000US48453001774,48453001774,"Census Tract 17.74, Travis County, Texas",2337,159,28,32,0,18,0,18,0,18,0,18,0,18,0,18,28,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,143,72,13,20,13,22,30,37,11,18,0,18,15,27,61,40,0,18,141,88,55,75,0,18,13,21,0,18,29,34,21,24,23,27,0,18,234,101,67,49,15,18,67,60,37,35,0,18,17,26,31,37,0,18,405,155,74,52,100,87,187,103,44,62,0,18,0,18,0,18,0,18,659,168,416,152,176,104,52,49,15,23,0,18,0,18,0,18,0,18,727,204,689,203,26,24,12,21,0,18,0,18,0,18,0,18,0,18
1400000US48453001775,48453001775,"Census Tract 17.75, Travis County, Texas",2071,122,33,42,0,18,0,18,0,18,0,18,0,18,0,18,33,42,0,18,19,21,0,18,0,18,0,18,0,18,0,18,0,18,19,21,0,18,62,39,15,25,0,18,3,6,0,18,0,18,21,22,23,29,0,18,65,49,35,42,6,10,9,14,0,18,0,18,15,17,0,18,0,18,127,63,81,51,0,18,8,12,0,18,8,12,23,34,7,12,0,18,166,60,76,38,15,19,39,26,25,23,3,8,8,12,0,18,0,18,646,151,259,80,285,177,81,45,21,24,0,18,0,18,0,18,0,18,953,137,653,126,240,95,60,55,0,18,0,18,0,18,0,18,0,18
1400000US48453001776,48453001776,"Census Tract 17.76, Travis County, Texas",846,109,13,16,0,13,0,13,0,13,0,13,0,13,0,13,13,16,0,13,21,24,0,13,0,13,12,19,9,14,0,13,0,13,0,13,0,13,68,41,8,12,0,13,6,9,0,13,0,13,20,22,34,31,0,13,120,54,50,30,0,13,0,13,9,15,21,19,26,28,14,23,0,13,150,58,50,35,11,16,40,31,9,15,40,31,0,13,0,13,0,13,199,71,118,62,65,48,16,24,0,13,0,13,0,13,0,13,0,13,187,58,155,48,32,28,0,13,0,13,0,13,0,13,0,13,0,13,88,55,88,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001777,48453001777,"Census Tract 17.77, Travis County, Texas",1389,165,55,44,0,18,0,18,0,18,0,18,0,18,0,18,55,44,0,18,20,23,0,18,0,18,0,18,0,18,0,18,0,18,20,23,0,18,119,62,36,42,20,24,0,18,0,18,0,18,10,17,53,44,0,18,151,94,0,18,0,18,15,24,0,18,44,67,46,71,46,37,0,18,174,85,26,29,32,37,96,68,0,18,0,18,20,31,0,18,0,18,337,117,113,65,140,76,65,69,19,33,0,18,0,18,0,18,0,18,424,125,365,133,46,49,13,21,0,18,0,18,0,18,0,18,0,18,109,76,109,76,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001778,48453001778,"Census Tract 17.78, Travis County, Texas",1318,131,22,24,0,13,0,13,0,13,0,13,0,13,0,13,22,24,0,13,36,35,0,13,11,17,0,13,0,13,0,13,0,13,25,30,0,13,35,26,8,13,0,13,0,13,0,13,0,13,11,17,16,17,0,13,66,37,17,18,0,13,9,15,0,13,9,14,12,18,19,21,0,13,170,65,65,44,17,26,0,13,8,12,53,39,0,13,27,26,0,13,187,66,105,46,11,17,46,42,25,24,0,13,0,13,0,13,0,13,307,98,177,82,75,40,11,18,22,24,22,25,0,13,0,13,0,13,495,122,401,102,49,51,16,21,0,13,0,13,29,42,0,13,0,13
1400000US48453001779,48453001779,"Census Tract 17.79, Travis County, Texas",2114,206,48,45,0,18,0,18,0,18,0,18,0,18,0,18,33,37,15,25,106,78,0,18,20,30,0,18,0,18,0,18,0,18,86,69,0,18,261,132,19,29,0,18,19,31,36,41,35,46,49,45,103,96,0,18,200,94,30,37,0,18,0,18,65,73,70,49,35,40,0,18,0,18,304,125,205,105,19,30,43,42,37,43,0,18,0,18,0,18,0,18,462,160,297,141,109,70,31,34,12,21,13,21,0,18,0,18,0,18,384,154,272,138,55,50,38,45,0,18,19,28,0,18,0,18,0,18,349,137,349,137,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001780,48453001780,"Census Tract 17.80, Travis County, Texas",1520,141,28,15,0,13,0,13,4,6,3,4,0,13,0,13,4,4,17,12,189,85,0,13,10,13,17,17,0,13,4,6,18,16,140,79,0,13,133,43,26,18,17,12,46,29,0,13,0,13,18,16,26,19,0,13,251,91,135,41,2,4,8,10,15,13,61,82,10,10,20,17,0,13,139,44,76,35,15,10,14,14,21,17,0,13,0,13,13,11,0,13,227,75,154,70,17,12,1,4,15,17,19,17,7,6,14,17,0,13,263,74,189,74,38,23,18,11,9,10,3,4,0,13,6,10,0,13,290,56,220,51,49,29,9,11,12,12,0,13,0,13,0,13,0,13
1400000US48453001781,48453001781,"Census Tract 17.81, Travis County, Texas",806,51,1,5,0,13,0,13,0,13,0,13,0,13,0,13,1,5,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,54,26,0,13,0,13,0,13,10,11,5,8,5,7,34,23,0,13,45,31,16,14,0,13,18,23,11,11,0,13,0,13,0,13,0,13,77,33,22,15,18,18,22,17,0,13,0,13,5,8,10,11,0,13,100,41,42,25,16,15,12,13,8,13,16,17,0,13,6,9,0,13,184,52,142,45,26,21,8,12,4,6,4,7,0,13,0,13,0,13,340,62,255,53,70,39,15,17,0,13,0,13,0,13,0,13,0,13
1400000US48453001782,48453001782,"Census Tract 17.82, Travis County, Texas",1463,107,21,22,0,18,0,18,0,18,0,18,0,18,0,18,21,22,0,18,9,14,0,18,0,18,0,18,0,18,0,18,0,18,9,14,0,18,71,45,20,22,8,14,9,15,0,18,0,18,0,18,34,34,0,18,96,61,0,18,0,18,9,14,21,22,34,46,16,17,16,20,0,18,70,39,17,20,9,13,15,17,4,8,10,17,7,11,8,12,0,18,174,65,55,35,8,12,33,31,39,32,31,28,8,11,0,18,0,18,249,80,54,36,69,45,87,51,24,21,0,18,15,23,0,18,0,18,773,94,632,103,119,49,7,11,7,11,8,13,0,18,0,18,0,18
1400000US48453001783,48453001783,"Census Tract 17.83, Travis County, Texas",1703,133,29,26,0,18,0,18,0,18,0,18,0,18,0,18,29,26,0,18,71,60,0,18,0,18,0,18,0,18,0,18,0,18,71,60,0,18,198,72,20,23,17,14,11,17,9,15,0,18,7,11,134,65,0,18,84,47,10,17,12,19,0,18,25,19,8,12,12,18,17,19,0,18,168,78,103,65,22,21,13,16,6,9,6,10,0,18,18,25,0,18,146,58,74,38,34,30,0,18,15,19,11,18,0,18,12,14,0,18,315,98,126,51,39,31,46,31,42,38,17,26,17,24,28,43,0,18,692,124,607,120,38,32,40,30,7,12,0,18,0,18,0,18,0,18
1400000US48453001784,48453001784,"Census Tract 17.84, Travis County, Texas",1523,122,14,16,0,18,0,18,0,18,0,18,0,18,0,18,9,14,5,8,36,34,0,18,0,18,0,18,0,18,0,18,0,18,36,34,0,18,46,30,0,18,0,18,0,18,0,18,0,18,19,20,27,24,0,18,81,64,0,18,0,18,0,18,0,18,0,18,7,13,74,64,0,18,116,64,0,18,12,18,8,13,27,35,0,18,9,14,60,45,0,18,104,69,18,22,0,18,8,12,55,58,0,18,18,20,5,7,0,18,340,107,184,84,53,44,39,29,36,31,9,14,11,17,8,13,0,18,786,129,513,108,151,64,59,37,38,31,0,18,25,25,0,18,0,18
1400000US48453001785,48453001785,"Census Tract 17.85, Travis County, Texas",432,89,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,26,0,13,26,26,0,13,0,13,0,13,0,13,0,13,0,13,32,31,0,13,0,13,0,13,0,13,14,23,9,15,9,15,0,13,65,35,36,32,29,37,0,13,0,13,0,13,0,13,0,13,0,13,61,42,13,20,34,31,7,15,7,13,0,13,0,13,0,13,0,13,100,60,91,59,9,15,0,13,0,13,0,13,0,13,0,13,0,13,148,92,148,92,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001786,48453001786,"Census Tract 17.86, Travis County, Texas",496,146,47,61,0,18,0,18,0,18,0,18,0,18,1,11,46,59,0,18,9,15,0,18,0,18,0,18,0,18,0,18,0,18,9,15,0,18,124,75,0,18,38,41,0,18,0,18,0,18,0,18,86,80,0,18,39,41,15,25,0,18,0,18,0,18,9,14,15,27,0,18,0,18,95,66,31,30,22,32,42,48,0,18,0,18,0,18,0,18,0,18,15,26,0,18,0,18,15,26,0,18,0,18,0,18,0,18,0,18,89,68,89,68,0,18,0,18,0,18,0,18,0,18,0,18,0,18,78,72,78,72,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001804,48453001804,"Census Tract 18.04, Travis County, Texas",615,148,20,34,0,18,0,18,0,18,0,18,0,18,0,18,20,34,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,41,52,16,27,0,18,0,18,0,18,0,18,0,18,25,42,0,18,164,116,21,31,0,18,19,33,0,18,30,37,94,95,0,18,0,18,150,94,30,38,20,33,13,21,72,88,0,18,15,24,0,18,0,18,61,64,15,25,46,59,0,18,0,18,0,18,0,18,0,18,0,18,136,86,136,86,0,18,0,18,0,18,0,18,0,18,0,18,0,18,43,31,43,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001805,48453001805,"Census Tract 18.05, Travis County, Texas",501,87,26,25,0,13,0,13,0,13,0,13,0,13,0,13,17,19,9,14,58,41,0,13,7,12,0,13,0,13,0,13,17,26,34,31,0,13,136,60,16,17,11,17,30,31,7,12,6,10,0,13,66,54,0,13,36,30,7,13,0,13,0,13,19,23,10,15,0,13,0,13,0,13,79,47,32,29,7,12,30,33,0,13,10,15,0,13,0,13,0,13,63,41,45,35,9,14,9,13,0,13,0,13,0,13,0,13,0,13,91,42,91,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,12,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001806,48453001806,"Census Tract 18.06, Travis County, Texas",441,110,27,49,0,18,0,18,0,18,0,18,0,18,0,18,0,18,27,49,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,119,77,0,18,38,42,0,18,0,18,28,34,15,24,38,52,0,18,54,64,16,27,0,18,38,55,0,18,0,18,0,18,0,18,0,18,49,43,39,40,10,16,0,18,0,18,0,18,0,18,0,18,0,18,74,63,69,60,5,13,0,18,0,18,0,18,0,18,0,18,0,18,90,75,63,63,27,44,0,18,0,18,0,18,0,18,0,18,0,18,28,45,28,45,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001811,48453001811,"Census Tract 18.11, Travis County, Texas",387,73,21,25,0,13,0,13,0,13,0,13,0,13,0,13,21,25,0,13,21,26,0,13,0,13,0,13,0,13,0,13,8,15,13,22,0,13,42,38,8,14,13,19,0,13,0,13,7,12,0,13,14,21,0,13,70,47,20,20,0,13,22,32,10,14,0,13,10,16,8,12,0,13,80,51,39,35,8,12,0,13,5,9,22,33,6,10,0,13,0,13,62,35,36,27,6,10,20,21,0,13,0,13,0,13,0,13,0,13,67,35,45,37,22,20,0,13,0,13,0,13,0,13,0,13,0,13,24,26,24,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001812,48453001812,"Census Tract 18.12, Travis County, Texas",440,141,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,34,39,14,23,0,18,0,18,0,18,0,18,0,18,20,31,0,18,156,101,0,18,0,18,48,57,24,41,0,18,33,52,51,60,0,18,17,29,17,29,0,18,0,18,0,18,0,18,0,18,0,18,0,18,87,78,47,59,0,18,14,24,26,35,0,18,0,18,0,18,0,18,86,74,67,64,0,18,19,32,0,18,0,18,0,18,0,18,0,18,31,38,31,38,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,42,29,42,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001813,48453001813,"Census Tract 18.13, Travis County, Texas",785,122,6,13,0,18,0,18,0,18,0,18,0,18,0,18,6,13,0,18,133,108,0,18,49,41,0,18,0,18,10,16,6,10,68,90,0,18,61,50,0,18,0,18,0,18,13,20,0,18,14,24,34,39,0,18,109,61,0,18,7,11,69,55,9,14,17,21,7,11,0,18,0,18,167,79,52,40,20,17,36,33,19,29,40,53,0,18,0,18,0,18,103,57,76,50,19,22,8,12,0,18,0,18,0,18,0,18,0,18,103,55,98,55,5,7,0,18,0,18,0,18,0,18,0,18,0,18,103,42,103,42,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001817,48453001817,"Census Tract 18.17, Travis County, Texas",887,154,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,34,0,13,0,13,0,13,11,18,0,13,13,21,12,19,0,13,145,86,42,40,0,13,0,13,34,53,0,13,44,44,25,30,0,13,65,49,14,22,21,24,0,13,10,17,0,13,0,13,20,30,0,13,113,65,80,55,12,20,11,18,10,16,0,13,0,13,0,13,0,13,178,92,41,39,91,75,15,23,0,13,17,27,14,23,0,13,0,13,143,84,130,80,13,22,0,13,0,13,0,13,0,13,0,13,0,13,207,90,196,87,11,18,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001818,48453001818,"Census Tract 18.18, Travis County, Texas",1035,154,14,24,0,18,0,18,0,18,0,18,0,18,0,18,14,24,0,18,56,44,0,18,9,17,10,17,9,15,0,18,19,32,9,15,0,18,63,43,12,20,20,22,0,18,0,18,31,43,0,18,0,18,0,18,106,55,12,21,27,32,11,18,27,30,0,18,14,23,15,25,0,18,278,109,69,46,13,21,102,83,0,18,37,37,0,18,57,63,0,18,159,98,86,86,47,42,12,20,0,18,0,18,14,24,0,18,0,18,255,111,124,88,96,69,35,39,0,18,0,18,0,18,0,18,0,18,104,77,104,77,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001819,48453001819,"Census Tract 18.19, Travis County, Texas",180,62,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,29,0,13,0,13,21,24,6,11,0,13,0,13,8,12,0,13,12,15,6,11,0,13,0,13,0,13,0,13,6,11,0,13,0,13,23,29,0,13,0,13,0,13,11,19,0,13,12,21,0,13,0,13,36,29,25,25,11,18,0,13,0,13,0,13,0,13,0,13,0,13,35,35,22,28,13,21,0,13,0,13,0,13,0,13,0,13,0,13,24,20,24,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,18,15,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001820,48453001820,"Census Tract 18.20, Travis County, Texas",529,107,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,26,33,10,19,0,18,0,18,0,18,0,18,0,18,16,28,0,18,33,37,0,18,11,18,22,33,0,18,0,18,0,18,0,18,0,18,149,85,37,36,13,21,26,41,0,18,25,38,48,67,0,18,0,18,139,73,50,45,77,58,0,18,12,20,0,18,0,18,0,18,0,18,47,32,47,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,93,59,93,59,0,18,0,18,0,18,0,18,0,18,0,18,0,18,42,33,42,33,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001821,48453001821,"Census Tract 18.21, Travis County, Texas",875,109,47,47,0,18,0,18,0,18,0,18,0,18,0,18,40,45,7,11,27,21,0,18,6,10,0,18,0,18,14,16,0,18,7,11,0,18,81,42,44,29,19,20,7,12,0,18,0,18,0,18,11,13,0,18,91,44,41,25,9,14,10,16,15,23,0,18,16,25,0,18,0,18,213,82,128,67,31,24,39,37,6,9,0,18,9,15,0,18,0,18,127,53,101,43,17,19,9,16,0,18,0,18,0,18,0,18,0,18,213,81,174,71,39,35,0,18,0,18,0,18,0,18,0,18,0,18,76,50,76,50,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001822,48453001822,"Census Tract 18.22, Travis County, Texas",790,160,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,65,46,0,18,0,18,12,23,0,18,0,18,21,25,32,42,0,18,173,95,11,19,34,55,0,18,48,47,0,18,66,65,14,24,0,18,109,74,22,29,41,39,33,55,0,18,13,21,0,18,0,18,0,18,248,97,214,102,20,32,14,26,0,18,0,18,0,18,0,18,0,18,102,99,77,90,0,18,9,14,16,30,0,18,0,18,0,18,0,18,57,62,57,62,0,18,0,18,0,18,0,18,0,18,0,18,0,18,36,43,36,43,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001823,48453001823,"Census Tract 18.23, Travis County, Texas",507,103,16,15,0,18,0,18,0,18,0,18,0,18,0,18,16,15,0,18,54,47,0,18,0,18,0,18,0,18,0,18,0,18,54,47,0,18,117,71,19,22,0,18,24,31,0,18,13,21,18,30,43,56,0,18,96,57,35,30,0,18,19,21,15,23,0,18,27,31,0,18,0,18,108,53,9,12,44,37,40,31,15,25,0,18,0,18,0,18,0,18,76,62,45,34,0,18,0,18,0,18,0,18,31,44,0,18,0,18,40,48,40,48,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001824,48453001824,"Census Tract 18.24, Travis County, Texas",478,50,33,19,0,13,0,13,0,13,0,13,0,13,0,13,33,19,0,13,17,18,0,13,0,13,6,9,0,13,0,13,0,13,11,15,0,13,67,34,15,14,12,16,5,7,0,13,0,13,0,13,35,25,0,13,44,23,19,16,0,13,13,20,0,13,7,10,0,13,5,8,0,13,31,22,16,16,3,5,0,13,12,15,0,13,0,13,0,13,0,13,129,47,76,40,22,18,22,18,9,13,0,13,0,13,0,13,0,13,116,48,96,43,20,22,0,13,0,13,0,13,0,13,0,13,0,13,41,24,41,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001826,48453001826,"Census Tract 18.26, Travis County, Texas",230,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,15,0,13,0,13,0,13,0,13,9,14,4,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,26,24,25,0,13,5,8,0,13,0,13,0,13,0,13,0,13,13,15,13,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,88,41,26,28,54,35,8,13,0,13,0,13,0,13,0,13,0,13,79,40,52,28,27,37,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001828,48453001828,"Census Tract 18.28, Travis County, Texas",1335,102,8,11,0,13,0,13,0,13,0,13,0,13,0,13,8,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,24,0,13,7,11,8,12,0,13,0,13,0,13,11,17,0,13,177,81,26,19,25,24,5,8,8,13,57,55,36,46,20,23,0,13,189,74,31,24,25,23,22,24,69,62,42,34,0,13,0,13,0,13,235,76,156,60,53,32,26,22,0,13,0,13,0,13,0,13,0,13,409,95,372,92,29,18,0,13,8,13,0,13,0,13,0,13,0,13,291,84,291,84,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001829,48453001829,"Census Tract 18.29, Travis County, Texas",350,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,22,0,13,0,13,9,15,0,13,8,15,6,9,0,13,0,13,54,54,8,13,0,13,0,13,0,13,0,13,46,52,0,13,0,13,24,26,10,15,0,13,6,12,0,13,0,13,0,13,8,15,0,13,93,51,28,33,7,11,30,24,18,21,10,15,0,13,0,13,0,13,57,39,35,22,0,13,22,33,0,13,0,13,0,13,0,13,0,13,53,29,53,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,36,46,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001832,48453001832,"Census Tract 18.32, Travis County, Texas",627,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,18,0,13,8,13,0,13,0,13,0,13,0,13,8,11,0,13,71,48,0,13,25,34,0,13,0,13,0,13,0,13,46,38,0,13,47,26,11,14,29,23,0,13,0,13,0,13,7,11,0,13,0,13,75,39,19,19,20,21,21,24,7,12,8,13,0,13,0,13,0,13,202,59,139,48,29,24,20,22,0,13,0,13,14,25,0,13,0,13,121,62,121,62,0,13,0,13,0,13,0,13,0,13,0,13,0,13,95,66,95,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001833,48453001833,"Census Tract 18.33, Travis County, Texas",1244,186,88,99,0,18,0,18,0,18,0,18,0,18,0,18,51,80,37,57,80,57,16,26,0,18,0,18,0,18,16,25,37,42,11,21,0,18,136,77,46,41,24,37,0,18,0,18,0,18,0,18,66,61,0,18,222,126,16,25,15,24,85,80,15,24,76,74,0,18,15,25,0,18,264,119,148,116,60,56,17,27,39,46,0,18,0,18,0,18,0,18,196,101,168,99,20,34,0,18,8,15,0,18,0,18,0,18,0,18,140,78,140,78,0,18,0,18,0,18,0,18,0,18,0,18,0,18,118,71,118,71,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001834,48453001834,"Census Tract 18.34, Travis County, Texas",1405,192,46,44,0,18,0,18,0,18,0,18,0,18,0,18,29,34,17,26,55,51,0,18,0,18,0,18,14,24,16,26,0,18,25,35,0,18,46,41,0,18,9,16,0,18,16,24,0,18,0,18,21,29,0,18,195,89,78,59,15,24,13,21,27,30,0,18,48,45,14,24,0,18,347,151,102,89,26,33,110,80,28,45,36,34,31,36,14,24,0,18,180,85,132,72,18,28,30,33,0,18,0,18,0,18,0,18,0,18,366,126,351,121,15,23,0,18,0,18,0,18,0,18,0,18,0,18,170,84,160,83,10,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001835,48453001835,"Census Tract 18.35, Travis County, Texas",929,134,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,85,47,0,18,0,18,18,19,0,18,0,18,0,18,67,41,0,18,103,47,34,28,19,23,16,18,9,13,0,18,6,11,19,26,0,18,173,68,40,29,39,36,56,47,18,19,0,18,6,9,14,21,0,18,232,97,52,28,78,54,38,46,26,22,38,56,0,18,0,18,0,18,181,71,119,54,62,47,0,18,0,18,0,18,0,18,0,18,0,18,131,61,116,61,6,11,0,18,9,14,0,18,0,18,0,18,0,18,24,24,24,24,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001839,48453001839,"Census Tract 18.39, Travis County, Texas",1401,172,33,52,0,18,0,18,0,18,0,18,0,18,0,18,0,18,33,52,12,20,0,18,0,18,0,18,0,18,0,18,0,18,12,20,0,18,92,61,0,18,32,35,0,18,0,18,11,23,31,34,18,28,0,18,58,41,0,18,0,18,0,18,18,26,0,18,0,18,40,40,0,18,376,114,77,60,79,66,102,81,37,39,60,48,12,24,9,13,0,18,342,143,138,76,17,29,187,124,0,18,0,18,0,18,0,18,0,18,332,150,293,141,14,23,25,40,0,18,0,18,0,18,0,18,0,18,156,75,156,75,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US48453001840,48453001840,"Census Tract 18.40, Travis County, Texas",2148,245,88,82,0,20,0,20,0,20,0,20,0,20,0,20,40,38,48,64,99,107,0,20,0,20,0,20,0,20,0,20,0,20,99,107,0,20,229,100,27,33,21,29,36,49,51,60,33,51,14,22,47,47,0,20,336,144,126,80,44,41,16,26,24,36,83,83,43,68,0,20,0,20,356,129,90,79,112,80,52,48,90,61,0,20,12,17,0,20,0,20,260,114,190,91,70,65,0,20,0,20,0,20,0,20,0,20,0,20,553,169,503,163,0,20,50,53,0,20,0,20,0,20,0,20,0,20,227,101,227,101,0,20,0,20,0,20,0,20,0,20,0,20,0,20
1400000US48453001841,48453001841,"Census Tract 18.41, Travis County, Texas",4047,424,78,69,0,20,0,20,0,20,0,20,0,20,16,25,62,64,0,20,18,27,0,20,18,27,0,20,0,20,0,20,0,20,0,20,0,20,327,186,83,99,22,35,12,20,16,26,16,27,27,44,151,160,0,20,465,219,173,154,20,33,54,61,24,41,194,145,0,20,0,20,0,20,940,265,397,163,51,44,173,124,285,194,0,20,0,20,34,41,0,20,630,224,419,170,148,113,52,55,0,20,0,20,0,20,11,23,0,20,857,267,753,265,104,76,0,20,0,20,0,20,0,20,0,20,0,20,732,236,732,236,0,20,0,20,0,20,0,20,0,20,0,20,0,20
