--,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,households,area_median_income,blkgrp_median_income_owners,blkgrp_median_income_renters,avg_hh_size_owners,avg_hh_size_renters,commuters_per_hh_owners,commuters_per_hh_renters,pct_renters,gross_hh_density,median_rooms_per_owner_unit,median_rooms_per_renter_unit,pct_detatched_single_family_uni,median_commute_distance,block_denstiy,employment_access_index,local_job_density,local_retail_job_density,retail_access_index,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent,Shape__Area,Shape__Length
190086,4.8491E+11,48,491,20325,2,TX,299,59646,88209.818,42282.80534,4.29,3.35,2.08925,0.93534,0.68227,2.43975,7.5,4.4,32.10702,18.3868,0.10608,8955.10987,0.71702,0.06003,1208.12075,59646,4,2,43.86648,24.2316,19.63488,2.01475,24720.12,57.38848,49.62439,27.66321,21.96117,2.39,24720.12,44.88808,41.1851,22.63354,18.55156,1.84,24720.12,63.20975,11720,1,1,122.05495,71.33677,50.71818,0.97391,15569.28,49.41028,123.19181,65.11945,58.07236,1.24,15569.28,11.90908,121.52553,74.23208,47.29345,0.85,15569.28,66.87408,29823,1,1,57.7972,34.88071,22.91649,1.16074,16022.88,41.95294,65.73144,39.79479,25.93665,1.42,16022.88,10.07692,54.10234,32.59229,21.51004,1.04,16022.88,56.79716,80522,1,1,28.12785,17.94935,10.17849,1.36074,16923.6,34.20453,31.91056,20.49129,11.41926,1.62,16923.6,7.32867,26.36629,16.7656,9.60069,1.24,16923.6,46.72025,47717,2,0,41.08886,30.28937,10.79949,1.2011,3934.44,70.17995,48.38303,34.57887,13.80416,1.59,3934.44,45.80416,37.69206,28.2918,9.40026,1.02,3934.44,81.53141,29823,3,1,74.75833,46.95462,27.80371,1.5111,17276.76,69.8031,82.94555,50.57841,32.36714,1.9,17276.76,48.55241,70.94565,45.26708,25.67858,1.33,17276.76,79.69925,47717,3,1,49.23276,30.28937,18.94339,1.60428,17961.48,65.76191,56.58486,34.57887,22.00599,2,17961.48,47.63633,45.80898,28.2918,17.51718,1.42,17961.48,74.20275,89469,4,2,30.21387,16.1544,14.05948,2.09793,25753.68,53.97232,34.1596,18.44214,15.71746,2.48,25753.68,43.972,28.3764,15.08903,13.28738,1.92,25753.68,58.62933,4.63E-05,0.031876958
190087,4.8491E+11,48,491,20507,2,TX,284,59646,98608.24159,127906.5354,3.08,4.53,1.22089,1.75526,0.23239,2.78736,7.1,9,80.98592,16.2201,0.11778,11056.11451,0.3978,0.06617,1356.12126,59646,4,2,54.07598,31.54981,22.52617,2.34979,27551.88,53.79086,53.51369,30.80173,22.71196,2.38,27551.88,50.38458,55.93323,34.02072,21.9125,2.25,27551.88,65.04191,11720,1,1,196.21462,134.83632,61.3783,1.23162,17906.4,30.03076,201.79969,140.78498,61.01471,1.22,17906.4,18.32167,177.76694,115.18771,62.57923,1.27,17906.4,68.70625,29823,1,1,80.12045,52.98869,27.13176,1.42162,18044.64,25.79226,82.30828,55.32643,26.98185,1.41,18044.64,15.57342,72.894,45.26708,27.62693,1.46,18044.64,59.54541,80522,1,1,34.03234,22.30303,11.72932,1.62162,18320.04,21.12798,34.23208,22.56278,11.66931,1.61,18320.04,12.82517,33.3726,21.44507,11.92753,1.66,18320.04,48.55241,47717,2,0,53.44903,39.22085,14.22818,1.53979,6185.16,58.7519,54.61904,40.16179,14.45726,1.57,6185.16,51.30066,49.58445,36.11292,13.47153,1.44,6185.16,83.36358,29823,3,1,88.82973,55.41058,33.41915,1.84979,20124.72,61.13888,89.09443,55.32643,33.76801,1.88,20124.72,54.965,87.95543,55.68856,32.26686,1.75,20124.72,81.53141,47717,3,1,60.51804,37.98487,22.53317,1.94746,20555.64,58.66804,60.57966,37.79785,22.78181,1.98,20555.64,53.13283,60.31449,38.60259,21.7119,1.84,20555.64,76.951,89469,4,2,40.54615,24.55284,15.9933,2.43211,28275.48,52.02321,40.99369,24.88013,16.11356,2.46,28275.48,49.4685,39.06792,23.47182,15.5961,2.34,28275.48,60.4615,3.87E-05,0.027771259
190104,4.84737E+11,48,473,680500,4,TX,790,57426,44989.9117,29989.43901,2.94,2.44,1.10391,0.8253,0.42911,0.08269,5.7,3.7,53.88027,27.7969,0.0157,2807.20026,0.07444,0.01989,422.13062,57426,4,2,49.17064,24.99325,24.17739,2.32111,30921.48,0,54.64334,28.85801,25.78534,2.57,30921.48,0,41.88984,19.85164,22.03821,1.99,30921.48,0,11720,1,1,127.64278,63.25766,64.38512,1.24406,19753.2,0,135.87945,66.5529,69.32655,1.42,19753.2,0,116.68486,58.87372,57.81114,1.01,19753.2,0,28713,1,1,61.68238,31.92503,29.75736,1.42406,20704.68,0,67.60529,35.69115,31.91414,1.6,20704.68,0,53.80264,26.91464,26.88801,1.19,20704.68,0,77525,1,1,31.51833,18.38099,13.13734,1.62406,22648.68,0,35.16479,21.14415,14.02064,1.8,22648.68,0,26.66714,14.70493,11.96221,1.39,22648.68,0,45941,2,0,47.46072,32.13613,15.32459,1.50682,8502.84,0,55.00874,37.63958,17.36916,1.76,8502.84,0,37.41895,24.81444,12.60451,1.17,8502.84,0,28713,3,1,78.55389,42.94809,35.6058,1.82253,22326.84,0,84.14917,45.38711,38.76207,2.08,22326.84,0,71.11002,39.70327,31.40675,1.48,22326.84,0,45941,3,1,54.99698,30.85372,24.14326,1.91253,23434.92,0,61.61571,35.39322,26.22249,2.17,23434.92,0,46.19152,24.81444,21.37709,1.57,23434.92,0,86139,4,2,36.26479,18.98444,17.28035,2.40111,32473.44,0,41.71146,23.30652,18.40495,2.65,32473.44,0,29.01863,13.23442,15.78421,2.07,32473.44,0,0.003662784,0.345654648
190107,4.84737E+11,48,473,680200,1,TX,963,57426,42097.99753,27753.84767,3.36,4.73,1.42181,1.34723,0.19834,0.01437,5.6,4.2,56.49573,33.1465,0.00136,2573.192,0.01053,0.00024,266.12972,57426,4,2,52.5204,27.02578,25.49461,2.43885,32747.76,9.10123,55.46835,29.31773,26.15062,2.54,32747.76,10.69165,40.60511,17.76199,22.84312,2.03,32747.76,2.67291,11720,1,1,148.76238,80.49164,68.27074,1.32256,20875.32,1.06028,157.18729,87.03072,70.15658,1.39,20875.32,0,114.70984,54.06143,60.6484,1.05,20875.32,5.34583,28713,1,1,67.65765,36.12705,31.5306,1.50455,22028.76,0,68.60922,36.27625,32.33297,1.57,22028.76,0,63.81152,35.52398,28.28754,1.24,22028.76,0,77525,1,1,33.74389,19.82058,13.92331,1.70455,24384.24,0,35.72112,21.4692,14.25192,1.77,24384.24,0,25.75217,13.15705,12.59513,1.44,24384.24,0,45941,2,0,51.84585,35.03847,16.80739,1.63686,9603.36,12.28763,55.85269,38.21423,17.63846,1.74,9603.36,11.35988,35.65069,22.20239,13.4483,1.22,9603.36,16.03748,28713,3,1,81.96185,44.00043,37.96142,1.94488,23695.2,13.62964,85.34682,46.09759,39.24923,2.05,23695.2,13.36456,68.28021,35.52398,32.75624,1.52,23695.2,14.70102,45941,3,1,58.97918,33.23765,25.74153,2.03686,24970.68,12.29873,62.54307,35.96787,26.5752,2.14,24970.68,12.69634,44.5743,22.20239,22.37191,1.62,24970.68,10.69165,86139,4,2,39.59114,21.32289,18.26825,2.52885,34504.92,8.03539,42.39611,23.66872,18.72739,2.63,34504.92,10.02342,28.25377,11.84133,16.41244,2.12,34504.92,0,0.025575241,0.948016323
190139,4.8453E+11,48,453,1760,1,TX,3289,59646,136345.6159,71040.99786,3.22,2.63,1.2056,1.37912,0.27638,0.52969,8.3,4.5,72.17806,10.5809,0.01482,8619.09719,0.33122,0.04637,716.11937,59646,4,2,52.84841,29.64368,23.20472,2.40628,28746.36,30.83376,55.70418,31.60648,24.0977,2.55,28746.36,29.31467,45.37125,24.50458,20.86668,2.03,28746.36,34.81116,11720,1,1,192.1985,128.75839,63.44011,1.29327,18168.84,10.88688,206.90731,140.78498,66.12233,1.39,18168.84,0,153.68697,97.26962,56.41735,1.04,18168.84,39.39158,29823,1,1,77.48408,49.28792,28.19616,1.48327,18672.12,8.10186,84.65415,55.32643,29.32772,1.58,18672.12,0,58.71096,33.47752,25.23345,1.23,18672.12,29.31467,80522,1,1,33.32091,21.01459,12.30633,1.68327,19672.2,5.06366,35.91554,23.14399,12.77156,1.78,19672.2,0,26.5275,15.43926,11.08824,1.43,19672.2,18.32167,47717,2,0,51.74166,37.01304,14.72862,1.60352,6248.88,35.89743,57.08039,41.21801,15.86237,1.75,6248.88,29.31467,37.76348,26.00331,11.76017,1.22,6248.88,53.13283,29823,3,1,85.50634,51.12282,34.38352,1.91076,20603.16,38.04266,91.46507,55.32643,36.13865,2.06,20603.16,32.979,69.90483,40.11669,29.78814,1.52,20603.16,51.30066,47717,3,1,58.976,35.74827,23.22773,2.00352,21328.92,36.11385,63.14209,38.77863,24.36346,2.15,21328.92,32.06291,48.06809,27.81399,20.2541,1.62,21328.92,46.72025,89469,4,2,39.91335,23.39759,16.51576,2.48628,29829.6,29.15813,42.65117,25.51051,17.14066,2.63,29829.6,28.39858,32.74503,17.86541,14.87963,2.11,29829.6,31.14683,0.00242826,0.313307602
190160,4.8491E+11,48,491,21403,1,TX,554,59646,51298.3801,33675.18803,2.93,3.79,1.36708,1.54725,0.59747,0.19265,5.5,5.5,38.87097,22.0424,0.0153,9909.12523,0.34157,0.02459,924.12243,59646,4,2,47.32027,25.75949,21.56078,2.18309,27878.04,19.01286,53.55201,30.39936,23.15266,2.44,27878.04,9.16083,43.12185,22.63354,20.48831,2.01,27878.04,25.65033,11720,1,1,142.66584,85.39563,57.2702,1.12466,17192.52,17.51472,176.76525,115.18771,61.57753,1.28,17192.52,0,119.69252,65.32423,54.36829,1.02,17192.52,29.31467,29823,1,1,62.95646,37.06918,25.88729,1.31466,18107.28,11.49403,72.97345,45.26708,27.70638,1.47,18107.28,0,56.20786,31.54612,24.66174,1.21,18107.28,19.23775,80522,1,1,30.52396,18.97915,11.54481,1.51466,19923.84,5.47335,34.55788,22.26472,12.29316,1.67,19923.84,0,27.80624,16.7656,11.04063,1.41,19923.84,9.16083,47717,2,0,45.57361,32.85721,12.71639,1.37114,5686.2,30.32831,54.42469,39.63367,14.79101,1.64,5686.2,10.07692,39.61049,28.2918,11.31869,1.19,5686.2,43.972,29823,3,1,77.30636,46.28746,31.01889,1.68114,19475.64,30.33988,81.97232,47.80203,34.17029,1.95,19475.64,12.82517,74.16283,45.26708,28.89575,1.5,19475.64,42.13983,47717,3,1,53.04453,31.91579,21.12874,1.77114,20531.88,26.68713,60.50252,37.29488,23.20763,2.04,20531.88,11.90908,48.01996,28.2918,19.72815,1.59,20531.88,36.64333,89469,4,2,33.91445,18.46333,15.45113,2.26309,29367.36,15.90744,40.03741,23.47182,16.56559,2.52,29367.36,8.24475,29.78932,15.08903,14.70029,2.09,29367.36,21.06992,0.001103661,0.161983967
190167,4.8491E+11,48,491,20808,2,TX,224,59646,50537.45689,12790.4468,2.88,1,1.5112,0.6708,0.15179,0.01653,5.8,5.5,82.14286,21.3115,0.00443,3932.13794,0.0625,0.00996,398.12381,59646,4,2,51.17073,26.37885,24.79188,2.5108,32084.64,3.10814,53.82958,28.66915,25.16043,2.57,32084.64,3.66433,36.31243,13.58012,22.7323,2.18,32084.64,0,11720,1,1,196.80433,128.75609,68.04824,1.37661,19713.24,0,209.7711,140.78498,68.98612,1.41,19713.24,0,124.34296,61.53584,62.80712,1.19,19713.24,0,29823,1,1,81.46184,51.0512,30.41064,1.56661,20841.84,0,86.13119,55.32643,30.80476,1.6,20841.84,0,55.36843,27.16025,28.20819,1.38,20841.84,0,80522,1,1,32.77413,19.33766,13.43647,1.76813,23081.76,0,34.58853,20.99799,13.59055,1.8,23081.76,0,22.63483,10.05936,12.57547,1.59,23081.76,0,47717,2,0,50.68156,34.27462,16.40694,1.70929,8713.44,4.22053,54.24889,37.37033,16.87856,1.77,8713.44,3.66433,30.74647,16.97508,13.77138,1.37,8713.44,7.32867,29823,3,1,87.99635,51.0512,36.94515,2.01777,22941.36,7.05057,93.00642,55.32643,37.67999,2.08,22941.36,7.32867,59.99889,27.16025,32.83864,1.67,22941.36,5.4965,47717,3,1,57.43911,32.39748,25.04163,2.10929,24170.4,5.57829,60.67162,35.15728,25.51434,2.17,24170.4,6.41258,39.37509,16.97508,22.40001,1.77,24170.4,0.91608,89469,4,2,38.71204,20.99889,17.71315,2.5908,33783.48,2.3311,41.10735,23.13651,17.97084,2.65,33783.48,2.74825,25.32649,9.05342,16.27307,2.26,33783.48,0,0.005215192,0.353682944
190168,4.8491E+11,48,491,21202,1,TX,704,59646,68105.03803,36915.48702,2.6,2.14,1.26406,1.04734,0.31392,1.47445,6.1,4.6,77.15736,23.4206,0.06074,4390.13981,0.78465,0.24143,567.12402,59646,4,2,49.90764,26.91391,22.99374,2.33246,29610.36,32.79812,53.02449,29.11176,23.91273,2.48,29610.36,34.81116,43.09572,22.11045,20.98527,2.01,29610.36,28.39858,11720,1,1,162.3534,98.66671,63.68669,1.22582,19604.16,11.32222,181.48929,115.18771,66.30158,1.32,19604.16,1.83217,120.53152,62.55973,57.97179,1.02,19604.16,32.06291,29823,1,1,68.65788,40.54295,28.11493,1.41582,19923.84,7.18943,74.48455,45.26708,29.21747,1.51,19923.84,0,55.9236,30.21829,25.70531,1.21,19923.84,22.90208,80522,1,1,31.17297,19.00542,12.16755,1.61582,20558.88,3.7385,33.94689,21.32585,12.62104,1.71,20558.88,0,25.11052,13.93408,11.17644,1.41,20558.88,11.90908,47717,2,0,48.22319,33.41873,14.80446,1.52932,8069.76,38.54967,53.94699,37.97389,15.97311,1.68,8069.76,34.81116,35.71369,23.46334,12.25036,1.2,8069.76,46.72025,29823,3,1,77.04174,42.77127,34.27047,1.83618,21939.12,40.48854,81.87361,45.79016,36.08344,1.99,21939.12,38.4755,66.48161,36.17342,30.30818,1.5,21939.12,44.88808,47717,3,1,55.43177,32.37904,23.05273,1.92618,22516.92,38.42215,59.95857,35.71054,24.24803,2.08,22516.92,37.55941,45.53835,25.09797,20.44038,1.59,22516.92,40.30766,89469,4,2,39.7972,23.47182,16.32539,2.41246,30512.16,30.73173,40.44038,23.47182,16.96856,2.56,30512.16,33.89508,38.39153,23.47182,14.91971,2.09,30512.16,23.81817,0.000182577,0.05866702
190169,4.8491E+11,48,491,21201,1,TX,739,59646,71308.35683,44787.76288,2.65,1.88,1.44056,0.9565,0.06766,1.02446,6.1,5.5,97.04797,23.4,0.04159,4337.1387,0.43928,0.06068,511.1239,59646,4,2,53.50269,28.99499,24.50769,2.45632,32203.44,36.31979,53.7474,29.09164,24.65576,2.48,32203.44,37.55941,50.13049,27.66321,22.46728,2.13,32203.44,19.23775,11720,1,1,166.4301,97.26962,69.16047,1.3085,21728.52,6.67414,166.7494,97.26962,69.47978,1.32,21728.52,5.4965,162.03006,97.26962,64.76044,1.15,21728.52,22.90208,29823,1,1,68.47909,38.22553,30.25356,1.4985,21965.04,3.49203,68.61391,38.22553,30.38838,1.51,21965.04,2.74825,66.62121,38.22553,28.39568,1.34,21965.04,13.74125,80522,1,1,34.21844,21.25549,12.96295,1.6985,22434.84,0.18594,34.32941,21.31095,13.01846,1.71,22434.84,0,32.6893,20.49129,12.198,1.54,22434.84,2.74825,47717,2,0,54.04467,37.69729,16.34738,1.64632,9842.04,38.41352,54.45514,37.92359,16.53155,1.67,9842.04,38.4755,48.38842,34.57887,13.80955,1.32,9842.04,37.55941,29823,3,1,82.31461,45.2735,37.04111,1.95564,24317.28,40.85186,83.07898,45.74992,37.32905,1.98,24317.28,41.22375,71.78163,38.70838,33.07325,1.62,24317.28,35.72725,47717,3,1,60.49637,35.61053,24.88584,2.05564,24827.04,39.68785,60.7611,35.6854,25.0757,2.08,24827.04,40.30766,56.84838,34.57887,22.26951,1.72,24827.04,31.14683,89469,4,2,40.47929,23.13151,17.34777,2.537,33023.16,35.15578,40.92028,23.47182,17.44847,2.56,33023.16,36.64333,34.40234,18.44214,15.9602,2.22,33023.16,14.65733,0.000275566,0.073231241
190170,4.8491E+11,48,491,20900,2,TX,257,59646,55352.73642,32810.08486,2.68,2.8,1.24313,1.02503,0.27626,0.14915,5.3,5.3,88.19444,27.9946,0.03018,1787.14792,0.11491,0.00058,160.1249,59646,4,2,49.52722,24.52767,24.99955,2.48844,33298.56,2.65201,52.05142,26.29514,25.75628,2.61,33298.56,3.66433,42.91454,19.89739,23.01714,2.17,33298.56,0,11720,1,1,142.15304,71.13451,71.01853,1.37541,21728.52,0,149.90534,76.79181,73.11353,1.45,21728.52,0,121.8442,56.31399,65.53021,1.18,21728.52,0,29823,1,1,62.3836,31.04449,31.33912,1.56541,22489.92,0,64.73131,32.51182,32.21949,1.64,22489.92,0,56.23327,27.20048,29.03279,1.37,22489.92,0,80522,1,1,31.01972,17.40167,13.61805,1.76541,24000.84,0,33.23297,19.25437,13.9786,1.84,24000.84,0,25.22162,12.54812,12.6735,1.57,24000.84,0,47717,2,0,47.45193,30.64351,16.80842,1.68292,10407.96,5.4359,52.0722,34.27709,17.79511,1.81,10407.96,3.66433,35.34812,21.12455,14.22357,1.35,10407.96,10.07692,29823,3,1,76.56543,38.9116,37.65383,1.99292,24692.04,7.58175,80.47722,41.32381,39.15341,2.12,24692.04,7.32867,66.31766,32.59229,33.72536,1.66,24692.04,8.24475,47717,3,1,54.92875,29.57221,25.35654,2.08292,25625.16,5.65334,58.58529,32.24008,26.34521,2.21,25625.16,6.41258,45.34966,22.58315,22.76651,1.75,25625.16,3.66433,89469,4,2,36.22034,18.44214,17.7782,2.56844,34635.6,1.98901,36.74947,18.44214,18.30733,2.69,34635.6,2.74825,34.83418,18.44214,16.39204,2.25,34635.6,0,0.000664937,0.11861987
190171,4.8491E+11,48,491,20900,3,TX,608,59646,77635.25604,46017.94787,3.08,2.16,1.31659,1.0856,0.19572,0.00924,6.2,5.2,83.79971,28.2819,0.00233,1562.14662,0.00169,0,152.12476,59646,4,2,53.42332,27.77648,25.64684,2.58801,33399,1.47357,54.0233,27.80404,26.21925,2.68,33399,1.83217,50.95787,27.66321,23.29466,2.21,33399,0,11720,1,1,153.25338,81.51973,71.73366,1.46128,20590.2,0,160.41352,87.03072,73.38281,1.52,20590.2,0,123.83062,58.87372,64.9569,1.22,20590.2,0,29823,1,1,65.34215,33.32405,32.0181,1.65324,21864.6,0,67.091,34.40298,32.68802,1.71,21864.6,0,58.15572,28.89045,29.26527,1.42,21864.6,0,80522,1,1,33.10654,18.98043,14.12611,1.85324,24395.04,0,34.75764,20.35717,14.40047,1.91,24395.04,0,26.32176,13.32307,12.9987,1.62,24395.04,0,47717,2,0,53.27354,35.9138,17.35974,1.78605,9713.52,2.37006,54.32843,36.23866,18.08977,1.88,9713.52,1.83217,48.93874,34.57887,14.35987,1.4,9713.52,4.58042,29823,3,1,80.3624,41.91797,38.44443,2.0941,23992.2,4.9586,83.27484,43.69782,39.57702,2.19,23992.2,5.4965,68.39448,34.60416,33.79032,1.7,23992.2,2.74825,47717,3,1,58.17697,32.12237,26.05461,2.18605,25338.96,3.68392,60.88681,34.10105,26.78576,2.28,25338.96,4.58042,47.04158,23.99145,23.05013,1.8,25338.96,0,89469,4,2,39.99183,21.65677,18.33507,2.66997,35242.56,0.73678,41.16587,22.43906,18.72681,2.76,35242.56,0.91608,35.16742,18.44214,16.72528,2.3,35242.56,0,0.025344532,0.827100262
190172,4.8491E+11,48,491,20314,2,TX,262,59646,74828.06884,47516.82899,2.95,4.19,1.54,1.18385,0.08015,0.17474,6.6,5.8,100,21.6267,0.01801,3398.11115,0.05198,0,333.12089,59646,4,2,54.07752,28.55151,25.52601,2.56034,33550.2,14.32516,54.34017,28.62891,25.71126,2.59,33550.2,15.57342,51.0633,27.66321,23.40009,2.22,33550.2,0,11720,1,1,187.65632,115.18771,72.46861,1.41397,21974.76,0,188.10656,115.18771,72.91884,1.43,21974.76,0,182.48928,115.18771,67.30157,1.23,21974.76,0,29823,1,1,77.11197,45.26708,31.84489,1.60397,22578.48,0,77.30117,45.26708,32.03409,1.62,22578.48,0,74.94065,45.26708,29.67357,1.42,22578.48,0,80522,1,1,34.69091,20.92996,13.76095,1.80477,23777.28,0,34.80275,20.96818,13.83457,1.82,23777.28,0,33.40746,20.49129,12.91616,1.63,23777.28,0,47717,2,0,54.47866,37.10032,17.37834,1.75954,10314,15.35314,54.93536,37.32003,17.61533,1.79,10314,15.57342,49.23752,34.57887,14.65865,1.41,10314,12.82517,29823,3,1,83.99447,45.26708,38.7274,2.06874,24980.4,18.57691,84.36424,45.26708,39.09717,2.1,24980.4,19.23775,79.75093,45.26708,34.48385,1.71,24980.4,10.993,47717,3,1,61.10668,35.08779,26.01889,2.15954,25786.08,17.29369,61.38864,35.13213,26.25651,2.19,25786.08,18.32167,57.87083,34.57887,23.29196,1.81,25786.08,5.4965,89469,4,2,40.84987,22.73556,18.11431,2.64034,34732.8,13.48251,41.35349,23.10968,18.24381,2.67,34732.8,14.65733,35.07023,18.44214,16.62809,2.3,34732.8,0,0.000572632,0.119388949
190173,4.8491E+11,48,491,20314,3,TX,709,59646,56756.54796,36041.17045,3.33,4.17,1.785,1.37219,0.28209,1.12157,6,5.7,97.46121,15.485,0.0348,4180.11058,0.04578,0.00135,404.12083,59646,4,2,49.85904,26.02514,23.8339,2.42434,30561.84,27.36492,52.1568,27.60286,24.55394,2.54,30561.84,28.39858,44.01127,22.00986,22.00141,2.13,30561.84,24.73425,11720,1,1,151.19517,84.86452,66.33066,1.31512,19702.44,8.01088,155.15815,87.03072,68.12743,1.38,19702.44,0,141.1094,79.35154,61.75786,1.15,19702.44,28.39858,29823,1,1,62.28697,33.04404,29.24293,1.50512,20057.76,5.16831,64.20401,34.20179,30.00222,1.57,20057.76,0,57.40809,30.09758,27.31052,1.34,20057.76,18.32167,80522,1,1,31.07817,18.4364,12.64177,1.70512,20763,2.32574,33.17735,20.22304,12.95431,1.77,20763,0,25.73574,13.88937,11.84637,1.54,20763,8.24475,47717,2,0,47.79087,32.43307,15.3578,1.61434,7781.4,32.53323,52.24098,35.98717,16.25381,1.73,7781.4,28.39858,36.46535,23.38789,13.07746,1.32,7781.4,43.05591,29823,3,1,76.88251,41.33902,35.54349,1.92152,22416.48,34.64707,80.35474,43.41616,36.93859,2.04,22416.48,32.06291,68.04566,36.05271,31.99295,1.62,22416.48,41.22375,47717,3,1,55.34001,31.37053,23.96947,2.02152,23022.36,31.78124,58.76415,33.87472,24.88943,2.14,23022.36,30.23075,46.62556,24.99738,21.62818,1.72,23022.36,35.72725,89469,4,2,37.45531,20.5322,16.92312,2.50717,31499.28,24.75751,39.70626,22.29152,17.41474,2.62,31499.28,26.56642,31.72666,16.05472,15.67193,2.22,31499.28,20.15383,0.00024149,0.066512939
