GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
1400000US48453000101,48453000101,"Census Tract 1.01, Travis County, Texas",821,118,35,32,29,25,126,66,89,56,62,55,87,60,52,55,57,49,239,91,45,33
1400000US48453000102,48453000102,"Census Tract 1.02, Travis County, Texas",65,40,8,14,0,13,0,13,5,10,11,17,14,20,0,13,0,13,11,18,16,18
1400000US48453000203,48453000203,"Census Tract 2.03, Travis County, Texas",710,60,22,21,47,32,136,53,56,33,51,27,57,31,16,17,63,38,205,49,57,32
1400000US48453000204,48453000204,"Census Tract 2.04, Travis County, Texas",943,119,28,24,43,55,103,50,158,86,68,51,45,32,33,42,70,40,323,96,72,47
1400000US48453000205,48453000205,"Census Tract 2.05, Travis County, Texas",1274,199,14,22,74,54,291,123,234,126,180,101,103,87,125,112,55,54,198,103,0,13
1400000US48453000206,48453000206,"Census Tract 2.06, Travis County, Texas",929,118,0,13,50,34,151,65,139,76,106,66,139,77,41,32,111,75,154,83,38,32
1400000US48453000302,48453000302,"Census Tract 3.02, Travis County, Texas",1961,219,83,89,121,76,235,128,280,107,191,126,163,104,48,45,272,105,425,129,143,111
1400000US48453000304,48453000304,"Census Tract 3.04, Travis County, Texas",939,99,0,13,55,40,58,36,207,92,139,59,26,19,86,52,46,29,270,95,52,32
1400000US48453000305,48453000305,"Census Tract 3.05, Travis County, Texas",1276,107,15,16,70,50,160,85,148,76,208,96,89,44,138,63,63,42,329,90,56,37
1400000US48453000306,48453000306,"Census Tract 3.06, Travis County, Texas",1087,112,17,26,65,48,68,53,96,53,112,55,150,86,108,67,57,40,341,112,73,54
1400000US48453000307,48453000307,"Census Tract 3.07, Travis County, Texas",404,57,0,13,6,9,44,25,82,44,59,36,40,32,20,22,21,19,128,50,4,7
1400000US48453000401,48453000401,"Census Tract 4.01, Travis County, Texas",1064,125,0,13,15,17,74,41,154,64,126,58,68,54,34,28,52,39,364,82,177,66
1400000US48453000402,48453000402,"Census Tract 4.02, Travis County, Texas",942,124,6,12,59,50,153,81,119,55,104,66,73,38,57,50,78,54,293,96,0,13
1400000US48453000500,48453000500,"Census Tract 5, Travis County, Texas",1608,153,28,31,22,26,13,21,197,104,106,65,143,86,98,76,135,75,716,149,150,108
1400000US48453000601,48453000601,"Census Tract 6.01, Travis County, Texas",321,37,5,8,0,20,33,32,20,19,42,24,0,20,8,9,12,12,156,38,45,27
1400000US48453000603,48453000603,"Census Tract 6.03, Travis County, Texas",2252,168,8,11,23,27,70,74,13,20,28,44,21,33,57,45,83,50,1545,195,404,144
1400000US48453000604,48453000604,"Census Tract 6.04, Travis County, Texas",1535,148,8,14,15,18,8,14,26,31,61,72,41,40,56,61,66,53,957,149,297,128
1400000US48453000700,48453000700,"Census Tract 7, Travis County, Texas",438,66,16,13,30,25,72,34,101,46,27,22,49,38,9,11,39,23,38,27,57,34
1400000US48453000801,48453000801,"Census Tract 8.01, Travis County, Texas",292,71,6,9,7,10,29,34,44,30,76,45,29,23,22,18,34,21,30,24,15,11
1400000US48453000802,48453000802,"Census Tract 8.02, Travis County, Texas",817,113,58,41,40,34,90,71,85,63,157,64,82,89,37,35,39,54,180,80,49,44
1400000US48453000803,48453000803,"Census Tract 8.03, Travis County, Texas",522,98,9,12,40,43,98,60,58,52,37,34,27,25,90,76,20,31,143,61,0,13
1400000US48453000804,48453000804,"Census Tract 8.04, Travis County, Texas",619,67,14,16,41,28,27,24,68,34,93,39,46,26,24,21,52,36,166,59,88,44
1400000US48453000901,48453000901,"Census Tract 9.01, Travis County, Texas",611,86,3,6,38,27,166,71,129,50,37,26,36,27,46,35,45,32,105,63,6,10
1400000US48453000902,48453000902,"Census Tract 9.02, Travis County, Texas",1060,163,60,61,35,34,126,92,102,57,232,113,123,84,74,48,38,35,211,91,59,54
1400000US48453001000,48453001000,"Census Tract 10, Travis County, Texas",719,129,52,57,78,50,33,24,57,49,125,62,37,26,21,20,27,24,223,107,66,61
1400000US48453001100,48453001100,"Census Tract 11, Travis County, Texas",2131,295,416,168,185,118,239,108,225,125,208,128,186,109,184,132,110,109,262,119,116,87
1400000US48453001200,48453001200,"Census Tract 12, Travis County, Texas",2342,249,66,48,211,113,193,116,307,151,434,146,312,135,191,131,121,68,402,176,105,80
1400000US48453001303,48453001303,"Census Tract 13.03, Travis County, Texas",1055,174,0,13,121,83,182,98,84,64,136,98,127,89,78,92,156,91,171,84,0,13
1400000US48453001304,48453001304,"Census Tract 13.04, Travis County, Texas",934,125,11,18,45,43,201,106,106,61,159,77,58,46,48,37,145,86,108,67,53,47
1400000US48453001305,48453001305,"Census Tract 13.05, Travis County, Texas",1622,208,40,64,152,99,257,141,101,58,271,132,205,116,128,95,86,56,309,132,73,70
1400000US48453001307,48453001307,"Census Tract 13.07, Travis County, Texas",1232,127,32,28,22,26,121,58,159,68,208,82,101,73,127,66,170,86,224,100,68,58
1400000US48453001308,48453001308,"Census Tract 13.08, Travis County, Texas",976,116,9,15,48,52,137,73,102,56,112,68,141,86,30,39,113,76,203,77,81,50
1400000US48453001401,48453001401,"Census Tract 14.01, Travis County, Texas",1251,139,45,47,59,41,165,64,218,84,176,79,58,36,141,86,71,58,285,103,33,38
1400000US48453001402,48453001402,"Census Tract 14.02, Travis County, Texas",735,104,37,43,8,12,91,51,150,79,98,68,47,36,117,78,53,52,100,50,34,37
1400000US48453001403,48453001403,"Census Tract 14.03, Travis County, Texas",536,71,6,9,12,12,38,34,31,24,146,62,14,14,22,18,52,37,164,51,51,40
1400000US48453001501,48453001501,"Census Tract 15.01, Travis County, Texas",517,148,0,18,46,54,78,56,56,51,22,36,90,116,21,33,0,18,189,129,15,23
1400000US48453001503,48453001503,"Census Tract 15.03, Travis County, Texas",1113,139,0,13,76,45,109,62,152,65,89,56,127,82,59,39,131,69,350,121,20,24
1400000US48453001504,48453001504,"Census Tract 15.04, Travis County, Texas",923,220,68,54,70,57,114,61,249,130,187,123,11,20,46,53,20,24,146,83,12,20
1400000US48453001505,48453001505,"Census Tract 15.05, Travis County, Texas",1231,146,67,56,102,84,91,61,79,58,135,64,192,142,109,68,165,113,291,121,0,13
1400000US48453001602,48453001602,"Census Tract 16.02, Travis County, Texas",1074,114,61,46,71,40,138,78,249,85,48,31,66,34,63,60,94,50,265,99,19,20
1400000US48453001603,48453001603,"Census Tract 16.03, Travis County, Texas",334,84,0,13,0,13,39,28,16,17,120,58,22,35,11,18,44,30,75,54,7,12
1400000US48453001604,48453001604,"Census Tract 16.04, Travis County, Texas",353,103,28,33,11,18,50,41,9,14,53,39,9,14,16,23,24,26,67,74,86,57
1400000US48453001605,48453001605,"Census Tract 16.05, Travis County, Texas",993,160,106,70,78,53,95,58,163,79,66,49,71,42,58,43,34,29,214,107,108,82
1400000US48453001606,48453001606,"Census Tract 16.06, Travis County, Texas",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US48453001705,48453001705,"Census Tract 17.05, Travis County, Texas",780,135,26,28,42,41,139,88,104,80,111,58,107,90,75,56,61,49,100,82,15,24
1400000US48453001706,48453001706,"Census Tract 17.06, Travis County, Texas",856,103,16,18,164,79,105,54,83,42,96,59,51,36,88,77,53,53,179,80,21,20
1400000US48453001707,48453001707,"Census Tract 17.07, Travis County, Texas",1091,177,19,31,80,73,213,117,179,89,50,44,129,71,53,43,114,95,242,122,12,19
1400000US48453001712,48453001712,"Census Tract 17.12, Travis County, Texas",1175,123,35,27,101,74,172,77,270,120,171,78,33,24,46,48,72,43,275,106,0,13
1400000US48453001713,48453001713,"Census Tract 17.13, Travis County, Texas",816,139,0,13,47,43,111,58,57,50,71,55,108,74,106,75,55,40,161,63,100,78
1400000US48453001714,48453001714,"Census Tract 17.14, Travis County, Texas",2356,315,57,66,98,95,297,151,407,238,386,219,347,179,48,79,275,160,411,162,30,49
1400000US48453001716,48453001716,"Census Tract 17.16, Travis County, Texas",1411,170,58,48,148,94,205,96,292,140,249,121,160,126,40,36,127,115,84,83,48,71
1400000US48453001718,48453001718,"Census Tract 17.18, Travis County, Texas",1335,198,100,83,103,103,116,65,211,125,177,117,67,52,82,75,155,88,324,143,0,18
1400000US48453001719,48453001719,"Census Tract 17.19, Travis County, Texas",215,75,16,18,0,13,29,36,7,11,42,36,0,13,21,32,24,35,46,37,30,30
1400000US48453001722,48453001722,"Census Tract 17.22, Travis County, Texas",1972,158,91,84,242,117,312,131,363,160,249,118,175,122,110,96,135,82,283,127,12,20
1400000US48453001728,48453001728,"Census Tract 17.28, Travis County, Texas",1041,183,0,18,114,92,107,80,115,78,158,74,173,103,50,61,86,54,222,109,16,26
1400000US48453001729,48453001729,"Census Tract 17.29, Travis County, Texas",1064,190,36,42,18,30,314,172,136,98,218,114,57,54,50,48,61,66,144,103,30,35
1400000US48453001733,48453001733,"Census Tract 17.33, Travis County, Texas",91,67,0,13,0,13,0,13,63,56,17,26,0,13,0,13,0,13,0,13,11,17
1400000US48453001737,48453001737,"Census Tract 17.37, Travis County, Texas",1123,212,14,23,28,45,78,77,141,96,409,194,157,105,17,27,114,93,165,110,0,20
1400000US48453001738,48453001738,"Census Tract 17.38, Travis County, Texas",541,186,0,18,101,109,15,26,95,84,81,91,0,18,16,25,87,97,146,115,0,18
1400000US48453001740,48453001740,"Census Tract 17.40, Travis County, Texas",1085,108,0,13,164,85,157,72,125,73,142,69,105,66,55,46,166,116,133,66,38,32
1400000US48453001741,48453001741,"Census Tract 17.41, Travis County, Texas",296,96,28,45,36,43,31,30,51,35,0,13,45,46,32,39,0,13,42,46,31,23
1400000US48453001742,48453001742,"Census Tract 17.42, Travis County, Texas",589,204,0,18,0,18,38,44,47,47,134,106,80,70,52,68,0,18,238,154,0,18
1400000US48453001745,48453001745,"Census Tract 17.45, Travis County, Texas",289,81,0,13,73,72,10,14,41,29,19,22,38,31,28,33,30,25,39,47,11,17
1400000US48453001746,48453001746,"Census Tract 17.46, Travis County, Texas",762,142,25,39,61,58,108,63,112,69,51,34,25,21,25,28,138,94,165,89,52,43
1400000US48453001747,48453001747,"Census Tract 17.47, Travis County, Texas",1055,128,16,13,53,51,78,49,177,89,175,77,60,40,97,73,36,23,263,85,100,85
1400000US48453001748,48453001748,"Census Tract 17.48, Travis County, Texas",1017,148,18,29,83,61,40,36,167,97,182,103,103,75,0,18,59,39,311,123,54,46
1400000US48453001749,48453001749,"Census Tract 17.49, Travis County, Texas",1858,197,107,93,544,149,444,138,235,108,106,67,176,107,38,36,64,49,144,72,0,18
1400000US48453001750,48453001750,"Census Tract 17.50, Travis County, Texas",1647,154,71,58,195,137,248,110,179,107,213,102,164,115,143,93,124,95,310,135,0,13
1400000US48453001751,48453001751,"Census Tract 17.51, Travis County, Texas",126,56,6,8,6,10,39,34,36,34,10,12,5,8,0,13,10,11,14,14,0,13
1400000US48453001752,48453001752,"Census Tract 17.52, Travis County, Texas",2170,147,27,39,171,88,283,124,56,47,411,130,140,86,133,83,253,106,562,169,134,88
1400000US48453001753,48453001753,"Census Tract 17.53, Travis County, Texas",722,69,16,13,132,54,140,43,129,49,92,41,80,42,20,18,9,8,84,38,20,18
1400000US48453001754,48453001754,"Census Tract 17.54, Travis County, Texas",1336,159,12,20,167,105,99,67,309,146,238,142,101,67,120,89,80,71,193,121,17,28
1400000US48453001755,48453001755,"Census Tract 17.55, Travis County, Texas",114,61,6,9,9,14,25,27,35,46,9,14,0,18,0,18,8,13,0,18,22,28
1400000US48453001756,48453001756,"Census Tract 17.56, Travis County, Texas",710,127,50,50,60,53,199,92,89,52,85,60,37,48,59,48,15,17,87,52,29,43
1400000US48453001757,48453001757,"Census Tract 17.57, Travis County, Texas",378,73,9,15,37,26,28,22,83,47,19,22,52,48,10,9,37,47,103,59,0,13
1400000US48453001760,48453001760,"Census Tract 17.60, Travis County, Texas",1096,262,110,102,195,133,67,53,113,85,153,121,73,74,0,20,70,97,315,182,0,20
1400000US48453001761,48453001761,"Census Tract 17.61, Travis County, Texas",1253,153,71,88,144,101,78,62,368,136,135,85,50,81,89,87,132,121,134,68,52,84
1400000US48453001764,48453001764,"Census Tract 17.64, Travis County, Texas",445,131,28,28,42,39,53,43,66,56,14,15,42,36,68,71,25,23,96,62,11,13
1400000US48453001765,48453001765,"Census Tract 17.65, Travis County, Texas",835,239,157,176,50,68,45,48,96,69,203,158,4,6,0,20,186,166,9,15,85,94
1400000US48453001766,48453001766,"Census Tract 17.66, Travis County, Texas",365,161,0,18,50,52,8,13,16,26,50,59,18,29,43,63,58,83,24,28,98,108
1400000US48453001768,48453001768,"Census Tract 17.68, Travis County, Texas",703,195,16,26,117,93,129,103,89,91,39,49,38,43,98,84,46,43,45,59,86,96
1400000US48453001769,48453001769,"Census Tract 17.69, Travis County, Texas",309,111,0,18,36,42,31,38,71,66,45,45,59,68,0,18,14,23,53,51,0,18
1400000US48453001770,48453001770,"Census Tract 17.70, Travis County, Texas",292,120,0,20,0,20,33,40,25,38,19,22,12,20,80,97,40,45,83,73,0,20
1400000US48453001771,48453001771,"Census Tract 17.71, Travis County, Texas",132,73,36,52,22,23,18,20,26,27,0,13,0,13,0,13,0,13,9,15,21,22
1400000US48453001772,48453001772,"Census Tract 17.72, Travis County, Texas",218,85,0,13,18,21,34,40,36,40,67,59,45,31,0,13,0,13,18,20,0,13
1400000US48453001773,48453001773,"Census Tract 17.73, Travis County, Texas",507,120,8,11,0,18,64,45,82,78,52,42,13,22,35,38,57,42,117,74,79,73
1400000US48453001774,48453001774,"Census Tract 17.74, Travis County, Texas",443,136,12,22,27,30,100,77,143,109,66,79,25,31,31,37,10,17,29,35,0,18
1400000US48453001775,48453001775,"Census Tract 17.75, Travis County, Texas",78,58,0,18,31,49,7,11,9,14,0,18,6,10,0,18,9,16,0,18,16,18
1400000US48453001776,48453001776,"Census Tract 17.76, Travis County, Texas",373,98,0,13,39,51,98,57,51,60,65,58,22,26,14,22,0,13,74,56,10,16
1400000US48453001777,48453001777,"Census Tract 17.77, Travis County, Texas",877,143,12,20,108,78,202,110,115,88,136,94,151,107,37,35,48,52,53,44,15,18
1400000US48453001778,48453001778,"Census Tract 17.78, Travis County, Texas",524,115,6,9,19,21,45,50,88,60,75,50,35,32,45,33,27,42,184,83,0,13
1400000US48453001779,48453001779,"Census Tract 17.79, Travis County, Texas",509,170,0,18,0,18,58,83,38,45,110,107,32,46,0,18,126,96,145,104,0,18
